section	theme	fr	pos	en	zh	note	exemple
GENRE	易错阳性	le silence	n.m.	silence	沉默	-ence 结尾的罕见阳性例外	Le silence de l'administration est inquiétant.
GENRE	易错阳性	le musée	n.m.	museum	博物馆	-ée 结尾的阳性例外，还有 le lycée	Le musée est gratuit le premier dimanche.
GENRE	易错阳性	le magasin	n.m.	store	商店	与 la magasinage 无关，注意区分	Le magasin ferme à vingt et une heures.
GENRE	易错阳性	l'hôpital	n.m.	hospital	医院	元音开头看不出性，必须记	L'hôpital est à dix minutes d'ici.
GENRE	易错阳性	l'argent	n.m.	money	钱	元音开头，阳性，不可数	Je n'ai pas assez d'argent ce mois-ci.
GENRE	易错阳性	l'emploi	n.m.	job / employment	就业	元音开头，阳性	L'emploi dans ce secteur augmente.
GENRE	易错阴性	la fin	n.f.	end	结束	结尾辅音但阴性	La fin de semaine s'annonce froide.
GENRE	易错阴性	la part	n.f.	share / part	部分	注意 le départ 是阳性	Une grande part du budget y est consacrée.
GENRE	易错阴性	la façon	n.f.	way / manner	方式	de cette façon 固定搭配	De cette façon, tout le monde y gagne.
GENRE	易错阴性	la fois	n.f.	time (occurrence)	次	une fois, deux fois ; 与 le temps 区分	C'est la troisième fois que je vous écris.
GENRE	易错阴性	la plupart	n.f.	most	大部分	la plupart des + 复数 + 复数动词	La plupart des gens sont d'accord.
GENRE	易错阴性	la santé	n.f.	health	健康	-té 规则	La santé publique relève des provinces.
GENRE	易错阴性	l'eau	n.f.	water	水	-eau 结尾的阴性例外	L'eau chaude ne fonctionne plus.
GENRE	易错阴性	l'entreprise	n.f.	company	企业	元音开头，阴性	L'entreprise a embauché vingt personnes.
GENRE	易错阴性	l'année	n.f.	year	年	-ée 结尾阴性；与 l'an (m.) 并存，用法不同	L'année prochaine, je déménage.
GENRE	易错阴性	l'expérience	n.f.	experience	经验	元音开头，阴性	J'ai dix ans d'expérience dans ce domaine.
GENRE	易错阴性	l'assurance	n.f.	insurance	保险	元音开头，阴性	L'assurance-emploi couvre le congé parental.
GENRE	同形异性	le livre / la livre	n.	book / pound	书/磅	性别改变词义，考点	J'ai acheté un livre. Une livre de beurre.
GENRE	同形异性	le poste / la poste	n.	position / post office	职位/邮局	TCF 高频，两者都常用	Je postule à ce poste. Je vais à la poste.
GENRE	同形异性	le tour / la tour	n.	turn, trip / tower	轮次、游览/塔	考点	C'est mon tour. La tour est visible de loin.
GENRE	同形异性	le mode / la mode	n.	method / fashion	方式/时尚	le mode de vie 是高频搭配	Le mode de vie ici est différent.
GENRE	同形异性	le critique / la critique	n.	critic / criticism	评论家/批评	议论文语境	La critique est constructive.
GENRE	同形异性	le manche / la manche	n.	handle / sleeve	柄/袖子	La Manche 还指英吉利海峡	Les manches sont trop longues.
GENRE	复数陷阱	les gens	n.m.pl.	people	人们	永远复数，动词用复数	Les gens sont accueillants ici.
GENRE	复数陷阱	les vacances	n.f.pl.	holidays	假期	永远复数	Les vacances commencent en juillet.
GENRE	复数陷阱	les frais	n.m.pl.	fees / costs	费用	永远复数，TCF 高频	Les frais de dossier sont de 100 dollars.
GENRE	复数陷阱	les renseignements	n.m.pl.	information	信息	法语用复数，英语 information 不可数	Je voudrais des renseignements sur le poste.
ABSTRAIT	评价程度	important / considérable	adj.	significant / considerable	重要的/相当大的	une augmentation considérable，比 grand 高级	Il y a eu une augmentation considérable des loyers.
ABSTRAIT	评价程度	majeur / mineur	adj.	major / minor	重大的/次要的	un problème majeur	C'est un enjeu majeur pour la région.
ABSTRAIT	评价程度	croissant	adj.	growing	不断增长的	un nombre croissant de，高分搭配	Un nombre croissant de gens télétravaillent.
ABSTRAIT	评价程度	répandu	adj.	widespread	普遍的	比 commun 高级	Cette pratique est très répandue au Canada.
ABSTRAIT	评价程度	fréquent / rare	adj.	frequent / rare	频繁的/罕见的	频率描述	Les pannes sont fréquentes en hiver.
ABSTRAIT	评价程度	suffisant / insuffisant	adj.	sufficient / insufficient	足够的/不足的	比 assez 正式	Les ressources sont insuffisantes.
ABSTRAIT	评价程度	excessif	adj.	excessive	过度的	带批评色彩	Le temps d'écran excessif nuit au sommeil.
ABSTRAIT	评价程度	limité	adj.	limited	有限的	des moyens limités	Les places sont limitées.
ABSTRAIT	评价程度	nettement	adv.	clearly / markedly	明显地	nettement supérieur，高分副词	Les résultats sont nettement meilleurs.
ABSTRAIT	评价程度	largement	adv.	widely / by far	广泛地/远远	largement suffisant	Cette opinion est largement partagée.
ABSTRAIT	可行价值	efficace / l'efficacité	adj./n.f.	effective / effectiveness	有效的/有效性	与 efficient 区分	Cette méthode est très efficace.
ABSTRAIT	可行价值	rentable	adj.	profitable / cost-effective	划算的	经济论证高频	Ce n'est pas rentable à long terme.
ABSTRAIT	可行价值	réaliste / irréaliste	adj.	realistic / unrealistic	现实的	评价方案	Cet objectif me paraît irréaliste.
ABSTRAIT	可行价值	faisable / la faisabilité	adj./n.f.	feasible / feasibility	可行的/可行性	项目论证	Le projet est techniquement faisable.
ABSTRAIT	可行价值	bénéfique	adj.	beneficial	有益的	être bénéfique pour	L'exercice est bénéfique pour la santé mentale.
ABSTRAIT	可行价值	nuisible / néfaste	adj.	harmful	有害的	être nuisible à，高分反义词	Le stress prolongé est néfaste pour la santé.
ABSTRAIT	可行价值	durable	adj.	sustainable / lasting	可持续的/持久的	双义，环境与一般语境	Il faut une solution durable.
ABSTRAIT	可行价值	prioritaire / la priorité	adj./n.f.	priority	优先的/优先事项	政策论证	Le logement est une priorité nationale.
ABSTRAIT	可行价值	indispensable	adj.	essential	必不可少的	强于 nécessaire	La maîtrise du français est indispensable.
ABSTRAIT	可行价值	facultatif / obligatoire	adj.	optional / compulsory	可选的/强制的	规章用词	La formation est obligatoire.
ABSTRAIT	因果条件	la cause / la conséquence	n.f.	cause / consequence	原因/结果	论证基础词	Les conséquences sont difficiles à prévoir.
ABSTRAIT	因果条件	l'enjeu	n.m.	issue at stake	关键议题	Tâche 3 高分词	L'enjeu principal est le financement.
ABSTRAIT	因果条件	inévitable	adj.	inevitable	不可避免的	强因果	Un certain retard est inévitable.
ABSTRAIT	因果条件	sinon	conj.	otherwise	否则	结果连接	Inscrivez-vous vite, sinon il n'y aura plus de place.
ABSTRAIT	变化趋势	l'évolution / évoluer	n.f./v.	development / to evolve	演变	中性变化描述	L'évolution du marché est difficile à prévoir.
ABSTRAIT	变化趋势	la tendance	n.f.	trend	趋势	avoir tendance à 也高频	La tendance est à la hausse.
ABSTRAIT	变化趋势	la hausse / la baisse	n.f.	rise / fall	上涨/下跌	à la hausse, en baisse	Les prix sont en forte hausse.
ABSTRAIT	变化趋势	s'accroître / s'aggraver	v.	to increase / to worsen	增长/恶化	s'aggraver 带负面色彩	La situation s'est aggravée cet hiver.
ABSTRAIT	变化趋势	se généraliser	v.	to become widespread	普及	社会变化高分动词	Le télétravail s'est généralisé.
ABSTRAIT	变化趋势	se stabiliser	v.	to stabilise	趋于稳定	数据描述	Les taux se sont stabilisés.
ABSTRAIT	变化趋势	le bouleversement	n.m.	upheaval	剧变	强变化，高分名词	Le numérique a provoqué un bouleversement du travail.
ABSTRAIT	观点态度	l'argument	n.m.	argument	论据	论证基础词	Cet argument me semble faible.
ABSTRAIT	观点态度	controversé	adj.	controversial	有争议的	议题描述	Ce sujet reste très controversé.
ABSTRAIT	观点态度	le consensus	n.m.	consensus	共识	论证词	Il n'existe pas de consensus sur cette question.
ABSTRAIT	观点态度	réticent / la réticence	adj./n.f.	reluctant / reluctance	不情愿的	温和反对	Les employeurs sont réticents à embaucher.
ABSTRAIT	观点态度	le préjugé	n.m.	prejudice	偏见	社会议题	Les préjugés freinent l'intégration.
ABSTRAIT	观点态度	nuancé	adj.	nuanced / balanced	有分寸的	评价论述，高分	Sa position est plus nuancée qu'il n'y paraît.
ABSTRAIT	观点态度	convaincant	adj.	convincing	有说服力的	评价论据	Les arguments sont peu convaincants.
ABSTRAIT	观点态度	discutable	adj.	debatable	值得商榷的	温和质疑	Cette conclusion est discutable.
ABSTRAIT	问题解决	le défi	n.m.	challenge	挑战	relever un défi，高分搭配	Les nouveaux arrivants doivent relever plusieurs défis.
ABSTRAIT	问题解决	l'obstacle	n.m.	obstacle	障碍	surmonter un obstacle	Le principal obstacle reste la langue.
ABSTRAIT	问题解决	surmonter	v.	to overcome	克服	与 obstacle/difficulté 搭配	J'ai surmonté ces difficultés grâce à un mentor.
ABSTRAIT	问题解决	résoudre / la résolution	v./n.f.	to solve / resolution	解决	PC résolu	Ce problème sera résolu cette semaine.
ABSTRAIT	问题解决	réduire / limiter	v.	to reduce / to limit	减少/限制	政策动词	Ces mesures visent à réduire la pollution.
ABSTRAIT	问题解决	un compromis	n.m.	compromise	折中方案	Tâche 3 结论高频	Il faudra trouver un compromis.
ABSTRAIT	问题解决	une alternative	n.f.	alternative	替代方案	注意法语是阴性	Existe-t-il une alternative moins coûteuse ?
ABSTRAIT	社会制度	la politique	n.f.	policy / politics	政策/政治	与 le politique 政治家 区分	La politique du logement doit changer.
ABSTRAIT	社会制度	la loi / la réglementation	n.f.	law / regulation	法律/法规	制度基础词	Une nouvelle loi protège les locataires.
ABSTRAIT	社会制度	la subvention	n.f.	subsidy / grant	补贴	政策工具	Une subvention est offerte aux familles.
ABSTRAIT	社会制度	l'investissement	n.m.	investment	投资	政策与经济	Un investissement massif est nécessaire.
ABSTRAIT	社会制度	le budget / les fonds	n.m.	budget / funds	预算/资金	财政词	Les fonds alloués sont insuffisants.
ABSTRAIT	社会制度	la transparence	n.f.	transparency	透明度	治理议题高分词	Les citoyens réclament plus de transparence.
ABSTRAIT	社会制度	l'équité	n.f.	equity / fairness	公平	与 égalité 有别，加拿大高频	L'équité d'accès aux soins reste un objectif.
ABSTRAIT	社会制度	l'accessibilité	n.f.	accessibility	可及性	服务与设施议题	L'accessibilité des logements pose problème.
ABSTRAIT	社会制度	la compétence（管辖）	n.f.	jurisdiction	管辖权限	加拿大联邦省级划分必备	La santé relève de la compétence des provinces.
ABSTRAIT	数据论证	les données / les chiffres	n.f.pl./n.m.pl.	data / figures	数据/数字	论证基础，永远复数	Les chiffres montrent une baisse constante.
ABSTRAIT	数据论证	une enquête / un sondage	n.f./n.m.	survey / poll	调查/民调	数据来源	Un sondage révèle que 60 pour cent des gens sont favorables.
ABSTRAIT	数据论证	le taux	n.m.	rate	比率	le taux de chômage, le taux d'intérêt	Le taux de participation était faible.
ABSTRAIT	数据论证	la proportion / la part	n.f.	proportion / share	比例	数据描述	Une part importante du budget y est consacrée.
ABSTRAIT	数据论证	représenter	v.	to account for	占（比例）	数据动词	Ce poste représente un tiers des dépenses.
ABSTRAIT	数据论证	notamment	adv.	notably / in particular	尤其	引出具体例子，书面高频	Certaines régions, notamment le Nord, sont touchées.
ABSTRAIT	人与行为	le comportement	n.m.	behaviour	行为	社会议题	Ces campagnes visent à changer les comportements.
ABSTRAIT	人与行为	la mentalité	n.f.	mindset	心态/观念	文化议题	Les mentalités évoluent lentement.
ABSTRAIT	人与行为	l'autonomie	n.f.	autonomy / independence	自主性	工作与养老议题	Le télétravail favorise l'autonomie.
ABSTRAIT	人与行为	la motivation	n.f.	motivation	动力	职场与学习	La motivation des employés a baissé.
ABSTRAIT	人与行为	la persévérance	n.f.	perseverance	坚持	正面品质	L'apprentissage d'une langue exige de la persévérance.
ABSTRAIT	人与行为	la souplesse / flexible	n.f./adj.	flexibility / flexible	灵活性	职场词	L'horaire offre une grande souplesse.
ABSTRAIT	人与行为	l'isolement	n.m.	isolation	孤立	远程工作与老龄化议题	Le télétravail peut entraîner un certain isolement.
ABSTRAIT	人与行为	l'épanouissement	n.m.	personal fulfilment	自我实现	B2 高分抽象名词	Le travail contribue à l'épanouissement personnel.
ABSTRAIT	人与行为	surmené / le surmenage	adj./n.m.	overworked / overwork	过劳的	职场健康	Beaucoup d'employés se disent surmenés.
TRAVAIL	行业岗位	le secteur	n.m.	sector	行业	le secteur de la santé / des services	Le secteur manufacturier recrute peu.
TRAVAIL	行业岗位	la restauration / l'hôtellerie	n.f.	food service / hospitality	餐饮业/酒店业	新移民常见入行行业	Elle travaille dans la restauration depuis son arrivée.
TRAVAIL	行业岗位	la construction	n.f.	construction	建筑业	魁北克需求大	La construction ralentit en hiver.
TRAVAIL	行业岗位	le métier	n.m.	trade / occupation	职业/工种	比 emploi 更指技能职业	J'exerce le métier d'électricien.
TRAVAIL	行业岗位	le gestionnaire	n.m.	manager	管理者	加拿大常用，法国说 le cadre	Le gestionnaire approuve les horaires.
TRAVAIL	行业岗位	le sous-traitant	n.m.	subcontractor	分包商	建筑与服务业	Les travaux ont été confiés à un sous-traitant.
TRAVAIL	办公日常	le bureau	n.m.	office / desk	办公室/办公桌	双义	Je travaille au bureau trois jours par semaine.
TRAVAIL	办公日常	la visioconférence	n.f.	video conference	视频会议	魁北克用词，避免英语 Zoom call	La réunion se tiendra en visioconférence.
TRAVAIL	办公日常	l'imprimante / le photocopieur	n.f./n.m.	printer / photocopier	打印机/复印机	办公设备报修	Le photocopieur est encore en panne.
TRAVAIL	办公日常	le dossier	n.m.	file / case	文件夹/案卷	办公与行政双用	J'ai transmis le dossier au service concerné.
TRAVAIL	办公日常	classer / archiver	v.	to file / to archive	归档	文件管理	Tous les contrats sont archivés en ligne.
TRAVAIL	客户业务	le client / la clientèle	n.m./n.f.	client / clientele	客户/客户群	商务词	La clientèle est très fidèle.
TRAVAIL	客户业务	la soumission	n.f.	quote / tender	报价/投标	加拿大特有用词，法国说 le devis	Nous avons déposé une soumission hier.
TRAVAIL	客户业务	le devis	n.m.	estimate / quote	估价单	维修与服务	Pourriez-vous m'envoyer un devis ?
TRAVAIL	客户业务	la rentabilité	n.f.	profitability	盈利能力	经营论述	La rentabilité reste faible.
TRAVAIL	客户业务	négocier / la négociation	v./n.f.	to negotiate / negotiation	谈判	商务与劳资双用	Les négociations syndicales ont repris.
TRAVAIL	客户业务	le partenariat	n.m.	partnership	合作关系	商务与社区双用	Un partenariat a été conclu avec la ville.
TRAVAIL	培训安全	le chantier	n.m.	worksite	工地	建筑业核心词	L'accès au chantier est réservé au personnel autorisé.
TRAVAIL	培训安全	la CNESST	n.f.	Quebec workplace health and safety board	魁北克劳动健康安全委员会	魁北克特有机构缩写，工伤赔付	La CNESST a ouvert une enquête.
TRAVAIL	团队协作	coordonner	v.	to coordinate	协调	项目管理	Elle coordonne l'ensemble du projet.
TRAVAIL	劳动法规	le congédiement	n.m.	dismissal	解雇	加拿大用词，法国说 le licenciement	Le congédiement a été jugé abusif.
LOGEMENT	房屋结构	le sous-sol	n.m.	basement	地下室	加拿大住宅标配，常出租	Ils louent le sous-sol à un étudiant.
LOGEMENT	房屋结构	le rez-de-chaussée	n.m.	ground floor	一楼	法语区计层方式，二楼才是 premier étage	L'appartement est au rez-de-chaussée.
LOGEMENT	房屋结构	le balcon / la terrasse	n.m./n.f.	balcony / terrace	阳台/露台	租房卖点	Le balcon donne sur le parc.
LOGEMENT	房屋结构	la buanderie	n.f.	laundry room	洗衣房	公寓共用设施	La buanderie est au sous-sol.
LOGEMENT	房屋结构	l'ascenseur	n.m.	elevator	电梯	报修高频	L'ascenseur est hors service.
LOGEMENT	房屋结构	le chauffe-eau	n.m.	water heater	热水器	常见报修项	Le chauffe-eau doit être remplacé.
LOGEMENT	房屋结构	l'isolation	n.f.	insulation	保温	加拿大冬季关键	Une mauvaise isolation fait grimper la facture.
LOGEMENT	房屋结构	les électroménagers	n.m.pl.	appliances	家用电器	加拿大用词，租房广告常见	Les électroménagers sont inclus.
LOGEMENT	家务生活	le thermostat	n.m.	thermostat	温控器	加拿大冬季必备	Baissez le thermostat la nuit.
LOGEMENT	租房流程	la visite（看房）	n.f.	viewing	看房	租房流程	Une visite est prévue samedi à quatorze heures.
LOGEMENT	租房流程	l'éviction / expulser	n.f./v.	eviction / to evict	驱逐	租房纠纷	Une éviction exige une décision du tribunal.
LOGEMENT	租房流程	le cautionnement / l'endosseur	n.m.	guarantee / guarantor	担保/担保人	新移民租房常被要求	Un endosseur peut être exigé sans historique de crédit.
LOGEMENT	邻里社区	le quartier	n.m.	neighbourhood	街区	生活话题高频	J'habite dans un quartier tranquille.
LOGEMENT	邻里社区	le trottoir	n.m.	sidewalk	人行道	冬季除雪话题	Le trottoir est glissant ce matin.
LOGEMENT	邻里社区	l'arrondissement	n.m.	borough	城区	蒙特利尔行政划分，特有用词	Chaque arrondissement gère ses propres services.
LOGEMENT	邻里社区	la pétition	n.f.	petition	请愿	社区行动	Les résidents ont signé une pétition.
LOGEMENT	邻里社区	le zonage	n.m.	zoning	土地用途分区	城市规划	Le zonage interdit les commerces dans cette rue.
SANTE	科室人员	l'ambulancier / le paramédic	n.m.	paramedic	急救员	加拿大用 paramédic	Les ambulanciers sont arrivés en dix minutes.
SANTE	科室人员	le physiothérapeute / la physiothérapie	n.m./n.f.	physiotherapist / physiotherapy	理疗师/理疗	加拿大常见补充保险项目	Je suis en physiothérapie depuis un mois.
SANTE	科室人员	l'optométriste	n.m.	optometrist	验光师	视力检查	L'examen chez l'optométriste coûte 90 dollars.
SANTE	科室人员	le chirurgien / la chirurgie	n.m./n.f.	surgeon / surgery	外科医生/手术	医疗场景	Elle attend une chirurgie au genou.
SANTE	检查治疗	la radiographie / l'échographie	n.f.	X-ray / ultrasound	X 光/超声	影像检查	La radiographie n'a révélé aucune fracture.
SANTE	检查治疗	le diagnostic	n.m.	diagnosis	诊断	医疗核心词	Un diagnostic précoce améliore le pronostic.
SANTE	检查治疗	le traitement	n.m.	treatment	治疗	suivre un traitement	Le traitement dure six semaines.
SANTE	检查治疗	la posologie	n.f.	dosage	用药剂量	药品说明书用词	Respectez la posologie indiquée.
SANTE	检查治疗	le suivi	n.m.	follow-up	随访/跟进	医疗与行政双用	Un suivi est prévu dans un mois.
SANTE	检查治疗	la convalescence	n.f.	recovery period	康复期	术后	Il est en convalescence depuis deux semaines.
SANTE	急救突发	l'entorse / la fracture	n.f.	sprain / fracture	扭伤/骨折	常见伤情	Je me suis fait une entorse à la cheville.
SANTE	急救突发	l'ambulance	n.f.	ambulance	救护车	加拿大通常需自付部分费用	Le transport en ambulance n'est pas gratuit.
SANTE	急救突发	le triage	n.m.	triage	分诊	急诊流程	Le triage détermine l'ordre de passage.
SANTE	急救突发	les engelures / l'hypothermie	n.f.	frostbite / hypothermia	冻伤/体温过低	加拿大冬季风险	Les engelures apparaissent en quelques minutes par grand froid.
SANTE	照护人群	le CHSLD	n.m.	long-term care home	长期护理中心	魁北克特有缩写，社会议题核心	Les CHSLD manquent de personnel.
SANTE	照护人群	le pédiatre	n.m.	pediatrician	儿科医生	儿童保健	Le pédiatre suit mon fils depuis sa naissance.
SANTE	加拿大制度	le GMF (groupe de médecine familiale)	n.m.	family medicine group	家庭医学组	魁北克基层医疗组织，特有缩写	Je suis inscrit dans un GMF près de chez moi.
SANTE	加拿大制度	la téléconsultation	n.f.	virtual care	远程问诊	疫情后普及	La téléconsultation évite bien des déplacements.
ARGENT	工资税务	le RRQ / le RPC	n.m.	Quebec / Canada Pension Plan	魁北克/加拿大退休金计划	魁北克用 RRQ，其他省用 RPC，特有区分	Les cotisations au RRQ sont obligatoires.
ARGENT	工资税务	la déduction	n.f.	deduction	扣除项	报税术语	Les cotisations au REER sont déductibles.
ARGENT	购物消费	la circulaire	n.f.	flyer / weekly ad	促销传单	加拿大特有说法，每周派送	J'ai vu ce prix dans la circulaire.
ARGENT	贷款债务	la préautorisation	n.f.	pre-approval	贷款预批	买房第一步	Nous avons obtenu une préautorisation hypothécaire.
ARGENT	贷款债务	l'endettement	n.m.	indebtedness	负债	个人理财议题	L'endettement des ménages atteint un record.
ARGENT	退休理财	le placement / investir	n.m./v.	investment / to invest	投资	理财基础	Une partie de mon salaire est placée chaque mois.
ARGENT	消费保护	la fraude / l'escroquerie	n.f.	fraud / scam	诈骗	加拿大公共提醒高频	Les aînés sont souvent visés par ces fraudes.
TRANSPORT	冬季路况	le pare-brise / les essuie-glaces	n.m.pl.	windshield / wipers	挡风玻璃/雨刮	冬季驾车	Dégagez la neige du pare-brise avant de partir.
TRANSPORT	冬季路况	le chauffe-moteur	n.m.	block heater	发动机预热器	加拿大严寒地区特有装置	Branchez le chauffe-moteur la nuit.
TRANSPORT	冬季路况	la collision / l'accrochage	n.f./n.m.	collision / fender bender	碰撞/小刮蹭	保险场景	J'ai eu un accrochage dans le stationnement.
TRANSPORT	冬季路况	le piéton / le cycliste	n.m.	pedestrian / cyclist	行人/骑车人	城市交通议题	Les pistes cyclables protègent les cyclistes.
TRANSPORT	机场航班	l'escale	n.f.	stopover / layover	经停	行程安排	Nous avons une escale de trois heures à Toronto.
TRANSPORT	机场航班	la correspondance（航班）	n.f.	connecting flight	转机	机场场景	J'ai raté ma correspondance.
TRANSPORT	机场航班	l'enregistrement	n.m.	check-in	值机	机场流程	L'enregistrement ferme 45 minutes avant le départ.
TRANSPORT	机场航班	l'indemnisation	n.f.	compensation	赔偿	加拿大航空旅客保护条例	Une indemnisation est prévue en cas de retard important.
TRANSPORT	住宿旅游	l'hébergement	n.f.	accommodation	住宿	旅游与安置双用	L'hébergement est inclus dans le forfait.
TRANSPORT	住宿旅游	le forfait	n.m.	package deal	套餐/套票	旅游与电信双用	Le forfait comprend le vol et l'hôtel.
TRANSPORT	住宿旅游	la faune	n.f.	wildlife	野生动物	户外提示	Il est interdit de nourrir la faune.
TRANSPORT	通勤出行	le navetteur	n.m.	commuter	通勤者	加拿大法语用词	Les navetteurs perdent une heure par jour.
EDUCATION	魁北克学制	la maternelle	n.f.	kindergarten	幼儿园	魁北克公立教育起点	La maternelle commence à cinq ans.
EDUCATION	魁北克学制	le primaire / le secondaire	n.m.	elementary / secondary school	小学/中学	魁北克 secondaire 是五年制	Mon fils entre au secondaire cette année.
EDUCATION	魁北克学制	le DEC (diplôme d'études collégiales)	n.m.	college diploma	学院文凭	cégep 的毕业文凭，魁北克特有	Le DEC technique mène directement au marché du travail.
EDUCATION	魁北克学制	le baccalauréat	n.m.	bachelor's degree	学士学位	魁北克指本科，与法国高中会考同词不同义，重要考点	J'ai un baccalauréat en génie.
EDUCATION	魁北克学制	la maîtrise / le doctorat	n.f./n.m.	master's / doctorate	硕士/博士	加拿大法语用 maîtrise	Elle termine sa maîtrise en santé publique.
EDUCATION	魁北克学制	la session	n.f.	semester	学期	加拿大法语用 session，法国说 semestre	La session d'automne commence fin août.
EDUCATION	魁北克学制	le trimestre	n.m.	term	学季	大学学期划分	Le trimestre d'hiver se termine en avril.
EDUCATION	课程学习	le plagiat	n.m.	plagiarism	抄袭	学术诚信，后果严重	Le plagiat entraîne l'échec du cours.
EDUCATION	课程学习	la bibliographie / la référence	n.f.	bibliography / reference	参考文献/引用	学术规范	Chaque source doit figurer dans la bibliographie.
EDUCATION	课程学习	le brouillon / réviser	n.m./v.	draft / to revise	草稿/修改	写作流程	J'ai remis un premier brouillon.
EDUCATION	课程学习	réussir / échouer	v.	to pass / to fail	通过/挂科	注意 passer un examen 只是参加	Il faut 60 pour cent pour réussir.
EDUCATION	课程学习	le registraire	n.m.	registrar	教务处	加拿大高校机构	Adressez-vous au registraire pour votre inscription.
EDUCATION	成人培训	l'atelier	n.m.	workshop	工作坊	短期培训	La bibliothèque offre des ateliers de recherche d'emploi.
EDUCATION	教育议题	l'analphabétisme / la littératie	n.m./n.f.	illiteracy / literacy	文盲/读写能力	教育评估	La littératie des adultes reste préoccupante.
SOCIETE	政治制度	le député	n.m.	Member of Parliament / MNA	议员	联邦与省级均可用	Notre députée a tenu une rencontre citoyenne.
SOCIETE	政治制度	la circonscription	n.f.	riding / electoral district	选区	加拿大选举制度	Il y a 338 circonscriptions fédérales.
SOCIETE	政治制度	les élections / le scrutin	n.f.pl./n.m.	elections / ballot	选举/投票	选举词汇	Le scrutin aura lieu le 20 octobre.
SOCIETE	政治制度	le recensement	n.m.	census	人口普查	每五年一次	Le recensement révèle une croissance rapide.
SOCIETE	社会议题	la solidarité	n.f.	solidarity	互助团结	法语区公共话语核心词	La solidarité entre voisins s'est manifestée pendant la tempête.
SOCIETE	社会议题	la xénophobie / le racisme	n.f./n.m.	xenophobia / racism	排外/种族主义	社会议题	Les campagnes luttent contre le racisme ordinaire.
SOCIETE	社会议题	le clivage	n.m.	divide / cleavage	分裂/分歧	社会分析高分词	Un clivage se creuse entre villes et régions.
SOCIETE	移民融入	la déqualification	n.f.	deskilling / underemployment	技能贬值	移民就业核心问题，高分词	La déqualification touche de nombreux immigrants diplômés.
SOCIETE	移民融入	le mentorat	n.m.	mentoring	导师制	就业支持	Le mentorat aide les nouveaux arrivants à s'intégrer.
SOCIETE	移民融入	le jumelage	n.m.	pairing / twinning	结对帮扶	魁北克融入项目形式	Un jumelage linguistique est proposé aux nouveaux arrivants.
SOCIETE	家庭关系	le foyer / le ménage	n.m.	household	家庭/住户	统计与经济语境	Le revenu médian des ménages a augmenté.
ENVIRO	日常环保	réutilisable / jetable	adj.	reusable / disposable	可重复使用的/一次性的	对立词组	Apportez un sac réutilisable au magasin.
ENVIRO	日常环保	biodégradable / compostable	adj.	biodegradable / compostable	可降解的/可堆肥的	产品标签用词	Les contenants compostables vont au bac brun.
ENVIRO	日常环保	la consigne	n.f.	deposit-return	饮料瓶押金回收	魁北克特有制度	La consigne sur les bouteilles a été élargie.
ENVIRO	日常环保	la thermopompe	n.f.	heat pump	热泵	魁北克取暖转型热点，加拿大法语用词	La thermopompe remplace le chauffage au mazout.
ENVIRO	气候影响	la carboneutralité	n.f.	carbon neutrality	碳中和	政策目标	Le Canada vise la carboneutralité d'ici 2050.
ENVIRO	气候影响	l'inondation	n.f.	flooding	洪水	加拿大气候灾害	Les inondations printanières sont de plus en plus fréquentes.
ENVIRO	气候影响	la sécheresse	n.f.	drought	干旱	西部省份问题	La sécheresse a réduit les récoltes.
ENVIRO	气候影响	le pergélisol	n.m.	permafrost	永久冻土	加拿大北部特有议题	La fonte du pergélisol endommage les routes.
ENVIRO	气候影响	l'adaptation / l'atténuation	n.f.	adaptation / mitigation	适应/减缓	气候政策两条路径，区分是考点	L'adaptation prépare aux impacts, l'atténuation réduit les émissions.
ENVIRO	自然资源	la déforestation	n.f.	deforestation	森林砍伐	全球议题	La déforestation menace la biodiversité.
ENVIRO	自然资源	l'hydroélectricité	n.f.	hydroelectricity	水力发电	魁北克能源支柱	Le Québec exporte son hydroélectricité.
ENVIRO	社区行动	la surconsommation	n.f.	overconsumption	过度消费	社会批判	La surconsommation est au cœur du problème.
NUMERIQUE	设备故障	planter / figer	v.	to crash / to freeze	崩溃/死机	加拿大法语用 figer，法国说 planter	Mon ordinateur fige sans arrêt.
NUMERIQUE	设备故障	la compatibilité	n.f.	compatibility	兼容性	软硬件问题	Le fichier pose un problème de compatibilité.
NUMERIQUE	设备故障	le chargeur	n.m.	charger	充电器	日常物品	Peux-tu me prêter ton chargeur ?
NUMERIQUE	设备故障	la réinitialisation	n.f.	factory reset	恢复出厂设置	排障最后手段	Une réinitialisation effacera toutes vos données.
NUMERIQUE	网络账户	se désabonner	v.	to unsubscribe	取消订阅	邮件与服务	Je me suis désabonné de leur infolettre.
NUMERIQUE	网络账户	l'infolettre	n.f.	newsletter	电子简讯	魁北克用词，避免英语 newsletter	Abonnez-vous à notre infolettre.
NUMERIQUE	数据隐私	le consentement	n.m.	consent	同意授权	隐私法核心	Le consentement doit être explicite.
NUMERIQUE	数据隐私	le chiffrement	n.m.	encryption	加密	安全技术，法语用 chiffrement	Les messages sont protégés par chiffrement.
NUMERIQUE	数据隐私	la surveillance	n.f.	surveillance	监控	社会议题	La surveillance au travail soulève des questions.
NUMERIQUE	数据隐私	l'algorithme	n.m.	algorithm	算法	AI 议题基础词	L'algorithme détermine ce que vous voyez.
