# ipa-fr-manual.tsv —— 手写音标，build-data 合并时优先于 ipa-fr.tsv
# build:ipa 不会覆盖这份表。收录词典查不到的单词（省音、连字符词、缩写、魁北克词）和所有多词语块
# 短语按实际读法转写，‿ 标联诵（les‿enfants /lez‿ɑ̃fɑ̃/）；单词表里的名词沿用 ipa-fr.tsv 惯例不带冠词，短语表带冠词
# 占位符写成 …
# 以标准加拿大法语为准：区分 /a/–/ɑ/（relâche /ʁəlɑʃ/）、/ɛ/–/ɛː/（tempête /tɑ̃pɛːt/）、/ɛ̃/–/œ̃/；塞擦化等自动音变不标
# 格式：<词条><TAB><音标>，词条须与 _src.psv 第 3 列完全一致
poste à combler	/pɔst a kɔ̃ble/
temps plein / temps partiel	/tɑ̃ plɛ̃/ / /tɑ̃ paʁsjɛl/
remplir / déposer une demande	/ʁɑ̃pliʁ yn dəmɑ̃d/ / /depoze yn dəmɑ̃d/
la pièce justificative	/la pjɛs ʒystifikativ/
la pièce d'identité	/la pjɛs didɑ̃tite/
la preuve de résidence	/la pʁœv də ʁezidɑ̃s/
le délai de traitement	/lə delɛ də tʁɛtmɑ̃/
être admissible à	/ɛːtʁ admisibl a/
échoir / la date d'expiration	/eʃwaʁ/ / /la dat dɛkspiʁasjɔ̃/
les frais de dossier	/le fʁɛ də dosje/
le reçu / l'accusé de réception	/lə ʁəsy/ / /lakyze də ʁesɛpsjɔ̃/
tenir à + 原形	/təniʁ a …/
-er 动词	/e/
-ir 动词（第二组）	/iʁ/
-cer / -ger 动词	/se/ / /ʒe/
-eler / -eter 动词	/əle/ / /əte/
-yer 动词	/je/
passé composé	/pase kɔ̃poze/
PC vs imparfait	/pese/ vs /ɛ̃paʁfɛ/
être 作助动词	/ɛːtʁ/
futur simple	/fytyʁ sɛ̃pl/
futur proche	/fytyʁ pʁɔʃ/
conditionnel présent	/kɔ̃disjɔnɛl pʁezɑ̃/
si + imparfait, conditionnel	/si ɛ̃paʁfɛ kɔ̃disjɔnɛl/
si + présent, futur	/si pʁezɑ̃ fytyʁ/
subjonctif présent	/sybʒɔ̃ktif pʁezɑ̃/
il faut que	/il fo kə/
bien que / quoique	/bjɛ̃ kə/ / /kwakə/
pour que / afin que	/puʁ kə/ / /afɛ̃ kə/
avant que	/avɑ̃ kə/
COD / COI 位置	/seode/ / /seoi/
关系代词 qui / que / dont / où	/ki/ / /kə/ / /dɔ̃/ / /u/
ne … pas / plus / jamais / rien / personne	/nə … pa/ / /ply/ / /ʒamɛ/ / /ʁjɛ̃/ / /pɛʁsɔn/
il y a / il s'agit de	/il ja/ / /il saʒi də/
les transports en commun	/le tʁɑ̃spɔʁ ɑ̃ kɔmœ̃/
-al → -aux	/al/ → /o/
-eau → -eaux	/o/ → /o/
à peine	/a pɛn/
de plus en plus / de moins en moins	/də plyz‿ɑ̃ ply/ / /də mwɛ̃z‿ɑ̃ mwɛ̃/
l'impact / avoir un impact sur	/lɛ̃pakt/ / /avwaʁ œ̃n‿ɛ̃pakt syʁ/
découler de	/dekule də/
résulter de	/ʁezylte də/
à condition de + 原形	/a kɔ̃disjɔ̃ də …/
faute de	/fot də/
au risque de	/o ʁisk də/
sans précédent	/sɑ̃ pʁesedɑ̃/
à long terme / à court terme	/a lɔ̃ tɛʁm/ / /a kuʁ tɛʁm/
l'avis / le point de vue	/lavi/ / /lə pwɛ̃ də vy/
soutenir / défendre une idée	/sutniʁ yn‿ide/ / /defɑ̃dʁ yn‿ide/
contester / remettre en question	/kɔ̃tɛste/ / /ʁəmɛtʁ ɑ̃ kɛstjɔ̃/
reconnaître que	/ʁəkɔnɛːtʁ kə/
se méfier de	/sə mefje də/
remédier à	/ʁəmedje a/
encourager / inciter à	/ɑ̃kuʁaʒe/ / /ɛ̃site a/
mettre en œuvre	/mɛtʁ ɑ̃n‿œvʁ/
adopter une mesure	/adɔpte yn məzyʁ/
à titre d'exemple	/a titʁ dɛgzɑ̃pl/
les pouvoirs publics	/le puvwaʁ pyblik/
le service public	/lə sɛʁvis pyblik/
la responsabilité collective	/la ʁɛspɔ̃sabilite kɔlɛktiv/
selon une étude	/səlɔ̃ yn‿etyd/
la moyenne / en moyenne	/la mwajɛn/ / /ɑ̃ mwajɛn/
s'élever à	/selve a/
en particulier / surtout	/ɑ̃ paʁtikylje/ / /syʁtu/
dans une certaine mesure	/dɑ̃z‿yn sɛʁtɛn məzyʁ/
globalement / dans l'ensemble	/glɔbalmɑ̃/ / /dɑ̃ lɑ̃sɑ̃bl/
s'adapter à / l'adaptation	/sadapte a/ / /ladaptasjɔ̃/
s'impliquer dans	/sɛ̃plike dɑ̃/
faire preuve de	/fɛʁ pʁœv də/
être conscient de	/ɛːtʁ kɔ̃sjɑ̃ də/
se sentir + adj.	/sə sɑ̃tiʁ …/
le sentiment d'appartenance	/lə sɑ̃timɑ̃ dapaʁtənɑ̃s/
prendre l'initiative	/pʁɑ̃dʁ linisjativ/
le commerce de détail	/lə kɔmɛʁs də detaj/
le métier spécialisé	/lə metje spesjalize/
l'adjoint administratif	/ladʒwɛ̃ administʁatif/
le préposé aux bénéficiaires	/lə pʁepoze o benefisjɛʁ/
le travailleur autonome	/lə tʁavajœʁ otɔnɔm/
la salle de réunion	/la sal də ʁeynjɔ̃/
les fournitures de bureau	/le fuʁnityʁ də byʁo/
transmettre / faire suivre	/tʁɑ̃smɛtʁ/ / /fɛʁ sɥivʁ/
le chiffre d'affaires	/lə ʃifʁ dafɛʁ/
l'objectif / atteindre un objectif	/lɔbʒɛktif/ / /atɛ̃dʁ œ̃n‿ɔbʒɛktif/
l'accueil et l'intégration	/lakœj e lɛ̃tegʁasjɔ̃/
la formation en ligne	/la fɔʁmasjɔ̃ ɑ̃ liɲ/
l'équipement de protection individuelle (EPI)	/lekipmɑ̃ də pʁɔtɛksjɔ̃ ɛ̃dividɥɛl/ / /əpei/
l'accident du travail	/laksidɑ̃ dy tʁavaj/
l'exercice d'évacuation	/lɛgzɛʁsis devakɥasjɔ̃/
le risque professionnel	/lə ʁisk pʁɔfesjɔnɛl/
l'équipe / le travail d'équipe	/lekip/ / /lə tʁavaj dekip/
collaborer avec	/kɔlabɔʁe avɛk/
tenir au courant	/təniʁ o kuʁɑ̃/
faire le point	/fɛʁ lə pwɛ̃/
l'ambiance de travail	/lɑ̃bjɑ̃s də tʁavaj/
le climat de confiance	/lə klima də kɔ̃fjɑ̃s/
les normes du travail	/le nɔʁm dy tʁavaj/
le jour férié	/lə ʒuʁ feʁje/
les congés annuels	/le kɔ̃ʒe anɥɛl/
la convention collective	/la kɔ̃vɑ̃sjɔ̃ kɔlɛktiv/
la cotisation syndicale	/la kɔtizasjɔ̃ sɛ̃dikal/
l'entente de confidentialité	/lɑ̃tɑ̃t də kɔ̃fidɑ̃sjalite/
le stationnement intérieur	/lə stasjɔnmɑ̃ ɛ̃teʁjœʁ/
le détecteur de fumée	/lə detɛktœʁ də fyme/
le panneau électrique	/lə pano elɛktʁik/
faire le ménage	/fɛʁ lə menaʒ/
faire la lessive	/fɛʁ la lesiv/
sortir les poubelles	/sɔʁtiʁ le pubɛl/
passer l'aspirateur	/pase laspiʁatœʁ/
la facture d'électricité	/la faktyʁ delɛktʁisite/
l'enquête de crédit	/lɑ̃kɛːt də kʁedi/
la reconduction du bail	/la ʁəkɔ̃dyksjɔ̃ dy baj/
l'augmentation de loyer	/lɔgmɑ̃tasjɔ̃ də lwaje/
l'avis de résiliation	/lavi də ʁeziljasjɔ̃/
le Tribunal administratif du logement	/lə tʁibynal administʁatif dy lɔʒmɑ̃/
le parc / l'aire de jeux	/lə paʁk/ / /lɛʁ də ʒø/
la bibliothèque de quartier	/la biblijɔtɛk də kaʁtje/
la collecte des ordures	/la kɔlɛkt dez‿ɔʁdyʁ/
le bac de recyclage	/lə bak də ʁəsiklaʒ/
la réunion de copropriété	/la ʁeynjɔ̃ də kɔpʁɔpʁijete/
l'infirmière praticienne	/lɛ̃fiʁmjɛʁ pʁatisjɛn/
le dentiste / l'hygiéniste dentaire	/lə dɑ̃tist/ / /liʒjenist dɑ̃tɛʁ/
le proche aidant	/lə pʁɔʃ ɛdɑ̃/
le bilan de santé	/lə bilɑ̃ də sɑ̃te/
la prise de sang	/la pʁiz də sɑ̃/
le renouvellement d'ordonnance	/lə ʁənuvɛlmɑ̃ dɔʁdɔnɑ̃s/
le médicament générique	/lə medikamɑ̃ ʒeneʁik/
la réaction allergique	/la ʁeaksjɔ̃ alɛʁʒik/
la commotion cérébrale	/la kɔmɔsjɔ̃ seʁebʁal/
la réanimation cardiorespiratoire (RCR)	/la ʁeanimasjɔ̃ kaʁdjoʁɛspiʁatwaʁ/ / /ɛʁseɛʁ/
le coup de chaleur	/lə ku də ʃalœʁ/
l'aîné / la personne âgée	/lene/ / /la pɛʁsɔn ɑʒe/
les soins à domicile	/le swɛ̃z‿a dɔmisil/
la résidence pour personnes âgées	/la ʁezidɑ̃s puʁ pɛʁsɔnz‿ɑʒe/
le handicap / en situation de handicap	/lə ɑ̃dikap/ / /ɑ̃ sitɥasjɔ̃ də ɑ̃dikap/
le calendrier de vaccination	/lə kalɑ̃dʁije də vaksinasjɔ̃/
le suivi de grossesse	/lə sɥivi də gʁosɛs/
le système de santé universel	/lə sistɛm də sɑ̃te ynivɛʁsɛl/
médicalement nécessaire	/medikalmɑ̃ nesesɛʁ/
non couvert par le régime public	/nɔ̃ kuvɛʁ paʁ lə ʁeʒim pyblik/
le temps d'attente	/lə tɑ̃ datɑ̃t/
l'assurance médicaments	/lasyʁɑ̃s medikamɑ̃/
la crise des opioïdes	/la kʁiz dez‿ɔpjɔid/
la santé publique	/la sɑ̃te pyblik/
la pénurie de personnel soignant	/la penyʁi də pɛʁsɔnɛl swaɲɑ̃/
le talon de paie	/lə talɔ̃ də pɛ/
les retenues à la source	/le ʁətəny a la suʁs/
le relevé 1 / le feuillet T4	/lə ʁəlve œ̃/ / /lə fœjɛ te katʁ/
l'impôt fédéral / provincial	/lɛ̃po fedeʁal/ / /lɛ̃po pʁɔvɛ̃sjal/
le remboursement d'impôt	/lə ʁɑ̃buʁsəmɑ̃ dɛ̃po/
le crédit d'impôt	/lə kʁedi dɛ̃po/
le magasin à grande surface	/lə magazɛ̃ a gʁɑ̃d syʁfas/
la politique de retour	/la pɔlitik də ʁətuʁ/
la preuve d'achat	/la pʁœv daʃa/
le crédit en magasin	/lə kʁedi ɑ̃ magazɛ̃/
en vrac	/ɑ̃ vʁak/
la date de péremption	/la dat də peʁɑ̃psjɔ̃/
le point de fidélité	/lə pwɛ̃ də fidelite/
le prêt hypothécaire	/lə pʁɛ ipɔtekɛʁ/
le taux fixe / le taux variable	/lə to fiks/ / /lə to vaʁjabl/
la marge de crédit	/la maʁʒ də kʁedi/
le défaut de paiement	/lə defo də pɛmɑ̃/
la faillite personnelle	/la fajit pɛʁsɔnɛl/
la retraite / prendre sa retraite	/la ʁətʁɛt/ / /pʁɑ̃dʁ sa ʁətʁɛt/
la pension de vieillesse	/la pɑ̃sjɔ̃ də vjɛjɛs/
les droits de cotisation	/le dʁwa də kɔtizasjɔ̃/
le fonds commun de placement	/lə fɔ̃ kɔmœ̃ də plasmɑ̃/
le conseiller financier	/lə kɔ̃seje finɑ̃sje/
le vol d'identité	/lə vɔl didɑ̃tite/
contester des frais	/kɔ̃tɛste de fʁɛ/
les frais cachés	/le fʁɛ kaʃe/
le délai de rétractation	/lə delɛ də ʁetʁaktasjɔ̃/
l'Office de la protection du consommateur	/lɔfis də la pʁɔtɛksjɔ̃ dy kɔ̃sɔmatœʁ/
la Cour des petites créances	/la kuʁ de pətit kʁeɑ̃s/
la chaussée glissante	/la ʃose glisɑ̃t/
la fermeture de route	/la fɛʁmətyʁ də ʁut/
le remorquage / faire remorquer	/lə ʁəmɔʁkaʒ/ / /fɛʁ ʁəmɔʁke/
le constat amiable	/lə kɔ̃sta amjabl/
la priorité / céder le passage	/la pʁijɔʁite/ / /sede lə pasaʒ/
la piste cyclable	/la pist siklabl/
la carte d'embarquement	/la kaʁt dɑ̃baʁkəmɑ̃/
le vol surréservé	/lə vɔl syʁʁezɛʁve/
déclarer à la douane	/deklaʁe a la dwan/
l'assurance voyage	/lasyʁɑ̃s vwajaʒ/
la haute saison / la basse saison	/la ot sɛzɔ̃/ / /la bas sɛzɔ̃/
le camping / le terrain de camping	/lə kɑ̃piŋ/ / /lə tɛʁɛ̃ də kɑ̃piŋ/
le sentier de randonnée	/lə sɑ̃tje də ʁɑ̃dɔne/
le parc national	/lə paʁk nasjɔnal/
la visite guidée	/la vizit gide/
le stationnement incitatif	/lə stasjɔnmɑ̃ ɛ̃sitatif/
la société de transport	/la sɔsjete də tʁɑ̃spɔʁ/
la carte OPUS	/la kaʁt ɔpys/
la semaine de relâche	/la səmɛn də ʁəlɑʃ/
la journée pédagogique	/la ʒuʁne pedagɔʒik/
la collation des grades	/la kɔlasjɔ̃ de gʁad/
le plan de cours	/lə plɑ̃ də kuʁ/
le cours magistral / le séminaire	/lə kuʁ maʒistʁal/ / /lə seminɛʁ/
le travail d'équipe（作业）	/lə tʁavaj dekip/
l'exposé oral	/lɛkspoze ɔʁal/
l'examen de mi-session / final	/lɛgzamɛ̃ də misesjɔ̃/ / /lɛgzamɛ̃ final/
la note / le relevé de notes	/la nɔt/ / /lə ʁəlve də nɔt/
abandonner un cours	/abɑ̃dɔne œ̃ kuʁ/
le conseiller pédagogique	/lə kɔ̃seje pedagɔʒik/
le prêt et bourse	/lə pʁɛ e buʁs/
les droits de scolarité	/le dʁwa də skɔlaʁite/
l'étudiant étranger	/letydjɑ̃ etʁɑ̃ʒe/
le permis d'études	/lə pɛʁmi detyd/
l'exemption des droits de scolarité	/lɛgzɑ̃psjɔ̃ de dʁwa də skɔlaʁite/
le cours du soir	/lə kuʁ dy swaʁ/
la formation à distance	/la fɔʁmasjɔ̃ a distɑ̃s/
la mise à niveau	/la miz‿a nivo/
la reconnaissance des acquis	/la ʁəkɔnɛsɑ̃s dez‿aki/
l'examen d'admission à l'ordre	/lɛgzamɛ̃ dadmisjɔ̃ a lɔʁdʁ/
la profession réglementée	/la pʁɔfesjɔ̃ ʁɛgləmɑ̃te/
le stage rémunéré	/lə staʒ ʁemyneʁe/
l'alternance travail-études	/laltɛʁnɑ̃s tʁavaj etyd/
la taille des classes	/la taj de klas/
la réussite scolaire	/la ʁeysit skɔlɛʁ/
la formation tout au long de la vie	/la fɔʁmasjɔ̃ tut‿o lɔ̃ də la vi/
l'inadéquation des compétences	/linadekwasjɔ̃ de kɔ̃petɑ̃s/
la petite enfance	/la pətit‿ɑ̃fɑ̃s/
l'école publique / privée	/lekɔl pyblik/ / /lekɔl pʁive/
le gouvernement fédéral / provincial	/lə guvɛʁnəmɑ̃ fedeʁal/ / /lə guvɛʁnəmɑ̃ pʁɔvɛ̃sjal/
le premier ministre	/lə pʁəmje ministʁ/
le conseiller municipal / le maire	/lə kɔ̃seje mynisipal/ / /lə mɛʁ/
le droit de vote	/lə dʁwa də vɔt/
la consultation publique	/la kɔ̃syltasjɔ̃ pyblik/
la Charte canadienne des droits et libertés	/la ʃaʁt kanadjɛn de dʁwaz‿e libɛʁte/
l'inégalité sociale	/linegalite sɔsjal/
l'exclusion sociale	/lɛksklyzjɔ̃ sɔsjal/
la cohésion sociale	/la kɔezjɔ̃ sɔsjal/
le tissu social	/lə tisy sɔsjal/
la mixité sociale	/la miksite sɔsjal/
le racisme systémique	/lə ʁasism sistemik/
l'accommodement raisonnable	/lakɔmɔdmɑ̃ ʁɛzɔnabl/
la liberté religieuse	/la libɛʁte ʁəliʒjøz/
le débat public	/lə deba pyblik/
l'opinion publique	/lɔpinjɔ̃ pyblik/
le réfugié / le demandeur d'asile	/lə ʁefyʒje/ / /lə dəmɑ̃dœʁ dazil/
le travailleur étranger temporaire	/lə tʁavajœʁ etʁɑ̃ʒe tɑ̃pɔʁɛʁ/
la barrière linguistique	/la baʁjɛʁ lɛ̃gɥistik/
le choc culturel	/lə ʃɔk kyltyʁɛl/
le réseau social（人脉）	/lə ʁezo sɔsjal/
la double citoyenneté	/la dubl sitwajɛnte/
la conciliation famille-travail	/la kɔ̃siljasjɔ̃ famij tʁavaj/
le service de garde	/lə sɛʁvis də gaʁd/
la pension alimentaire	/la pɑ̃sjɔ̃ alimɑ̃tɛʁ/
le conjoint de fait	/lə kɔ̃ʒwɛ̃ də fɛ/
la natalité / le taux de natalité	/la natalite/ / /lə to də natalite/
l'espérance de vie	/lɛspeʁɑ̃s də vi/
le troisième âge	/lə tʁwazjɛm‿ɑʒ/
l'organisme sans but lucratif (OSBL)	/lɔʁganism sɑ̃ byt lykʁatif/ / /oɛsbeɛl/
la collecte de fonds	/la kɔlɛkt də fɔ̃/
le don / faire un don	/lə dɔ̃/ / /fɛʁ œ̃ dɔ̃/
la campagne de sensibilisation	/la kɑ̃paɲ də sɑ̃sibilizasjɔ̃/
s'engager / l'engagement citoyen	/sɑ̃gaʒe/ / /lɑ̃gaʒmɑ̃ sitwajɛ̃/
le bac brun / le bac bleu	/lə bak bʁœ̃/ / /lə bak blø/
la collecte sélective	/la kɔlɛkt selɛktiv/
économe en énergie	/ekɔnɔm ɑ̃n‿enɛʁʒi/
la subvention à la rénovation	/la sybvɑ̃sjɔ̃ a la ʁenɔvasjɔ̃/
la voiture électrique	/la vwatyʁ elɛktʁik/
la borne de recharge	/la bɔʁn də ʁəʃaʁʒ/
la tarification du carbone	/la taʁifikasjɔ̃ dy kaʁbɔn/
la compensation carbone	/la kɔ̃pɑ̃sasjɔ̃ kaʁbɔn/
la qualité de l'air	/la kalite də lɛʁ/
la fonte des glaces	/la fɔ̃t de glas/
la transition écologique	/la tʁɑ̃zisjɔ̃ ekɔlɔʒik/
le bassin versant	/lə basɛ̃ vɛʁsɑ̃/
la perte d'habitat	/la pɛʁt dabita/
l'espèce menacée	/lɛspɛs mənase/
l'aire protégée	/lɛʁ pʁɔteʒe/
les ressources naturelles	/le ʁəsuʁs natyʁɛl/
les sables bitumineux / l'oléoduc	/le sabl bityminø/ / /lɔleɔdyk/
l'exploitation minière	/lɛksplwatasjɔ̃ minjɛʁ/
les milieux humides	/le miljøz‿ymid/
la corvée de nettoyage	/la kɔʁve də netwajaʒ/
le jardin communautaire	/lə ʒaʁdɛ̃ kɔmynotɛʁ/
la plantation d'arbres	/la plɑ̃tasjɔ̃ daʁbʁ/
le compostage domestique	/lə kɔ̃pɔstaʒ dɔmɛstik/
le zéro déchet	/lə zeʁo deʃɛ/
l'économie circulaire	/lekɔnɔmi siʁkylɛʁ/
l'obsolescence programmée	/lɔpsɔlesɑ̃s pʁɔgʁame/
s'engager à + 原形	/sɑ̃gaʒe a …/
un geste concret	/œ̃ ʒɛst kɔ̃kʁɛ/
la mise à jour	/la miz‿a ʒuʁ/
l'espace de stockage	/lɛspas də stɔkaʒ/
l'autonomie de la batterie	/lotɔnɔmi də la batʁi/
le dépannage informatique	/lə depanaʒ ɛ̃fɔʁmatik/
le réseau sans fil / le wifi	/lə ʁezo sɑ̃ fil/ / /lə wifi/
la bande passante	/la bɑ̃d pasɑ̃t/
l'authentification à deux facteurs	/lotɑ̃tifikasjɔ̃ a dø faktœʁ/
le code de vérification	/lə kɔd də veʁifikasjɔ̃/
le compte suspendu	/lə kɔ̃t syspɑ̃dy/
les conditions d'utilisation	/le kɔ̃disjɔ̃ dytilizasjɔ̃/
le visionnement en continu	/lə vizjɔnmɑ̃ ɑ̃ kɔ̃tiny/
les renseignements personnels	/le ʁɑ̃sɛɲmɑ̃ pɛʁsɔnɛl/
la publicité ciblée	/la pyblisite sible/
l'empreinte numérique	/lɑ̃pʁɛ̃t nymeʁik/
la fuite de données	/la fɥit də dɔne/
la source fiable	/la suʁs fjabl/
la vérification des faits	/la veʁifikasjɔ̃ de fɛ/
le piège à clics	/lə pjɛʒ a klik/
la chambre d'écho	/la ʃɑ̃bʁ deko/
devenir viral	/dəvniʁ viʁal/
la modération de contenu	/la mɔdeʁasjɔ̃ də kɔ̃tny/
la liberté d'expression	/la libɛʁte dɛkspʁesjɔ̃/
l'apprentissage automatique	/lapʁɑ̃tisaʒ otɔmatik/
le robot conversationnel	/lə ʁɔbo kɔ̃vɛʁsasjɔnɛl/
remplacer des emplois	/ʁɑ̃plase dez‿ɑ̃plwa/
la littératie numérique	/la liteʁasi nymeʁik/
l'accès à Internet haute vitesse	/laksɛ a ɛ̃tɛʁnɛt ot vitɛs/
les services gouvernementaux en ligne	/le sɛʁvis guvɛʁnəmɑ̃to ɑ̃ liɲ/
le panier d'épicerie	/lə panje depisʁi/
la caisse libre-service	/la kɛs libʁəsɛʁvis/
faire la file / la queue	/fɛʁ la fil/ / /fɛʁ la kø/
le sac réutilisable	/lə sak ʁeytilizabl/
la garantie prolongée	/la gaʁɑ̃ti pʁɔlɔ̃ʒe/
le menu du jour / le spécial du jour	/lə məny dy ʒuʁ/ / /lə spesjal dy ʒuʁ/
la table pour deux	/la tabl puʁ dø/
à emporter / sur place	/a ɑ̃pɔʁte/ / /syʁ plas/
la livraison à domicile	/la livʁɛzɔ̃ a dɔmisil/
le pourboire de 15 pour cent	/lə puʁbwaʁ də kɛ̃z puʁ sɑ̃/
sans gluten / sans lactose	/sɑ̃ glytɛn/ / /sɑ̃ laktoz/
l'intolérance alimentaire	/lɛ̃tɔleʁɑ̃s alimɑ̃tɛʁ/
le produit local / de saison	/lə pʁɔdɥi lɔkal/ / /lə pʁɔdɥi də sɛzɔ̃/
la prévision météorologique	/la pʁevizjɔ̃ meteɔʁɔlɔʒik/
l'avertissement de tempête	/lavɛʁtismɑ̃ də tɑ̃pɛːt/
moins vingt degrés	/mwɛ̃ vɛ̃ dəgʁe/
la température ressentie	/la tɑ̃peʁatyʁ ʁəsɑ̃ti/
la pluie verglaçante	/la plɥi vɛʁglasɑ̃t/
la panne de courant	/la pan də kuʁɑ̃/
la canicule / la vague de froid	/la kanikyl/ / /la vag də fʁwa/
faire du patin / du ski	/fɛʁ dy patɛ̃/ / /fɛʁ dy ski/
la salle de spectacle	/la sal də spɛktakl/
le club de lecture	/lə klœb də lɛktyʁ/
le centre sportif / l'aréna	/lə sɑ̃tʁ spɔʁtif/ / /laʁena/
l'inscription en ligne	/lɛ̃skʁipsjɔ̃ ɑ̃ liɲ/
la fin de semaine prochaine	/la fɛ̃ də səmɛn pʁɔʃɛn/
en avant-midi / en après-midi	/ɑ̃n‿avɑ̃midi/ / /ɑ̃n‿apʁɛmidi/
à quelle heure	/a kɛl‿œʁ/
dans une semaine / il y a une semaine	/dɑ̃z‿yn səmɛn/ / /il ja yn səmɛn/
d'ici la fin du mois	/disi la fɛ̃ dy mwa/
dès que possible	/dɛ kə pɔsibl/
à l'avance / d'avance	/a lavɑ̃s/ / /davɑ̃s/
en semaine / en fin de semaine	/ɑ̃ səmɛn/ / /ɑ̃ fɛ̃ də səmɛn/
toutes les deux semaines	/tut le dø səmɛn/
à partir de maintenant	/a paʁtiʁ də mɛ̃tnɑ̃/
le remboursement sans reçu	/lə ʁɑ̃buʁsəmɑ̃ sɑ̃ ʁəsy/
la Loi 21	/la lwa vɛ̃t‿e œ̃/
le secondaire 5	/lə səgɔ̃dɛʁ sɛ̃k/
