# ipa-en-manual.tsv —— 手写音标，build-data 合并时优先于 ipa-en.tsv
# build:ipa 不会覆盖这份表。收录词典查不到的单词（英式拼写、连字符词、新词、缩写）和所有多词语块
# 短语按连读实际读法转写：只给实词标重音，功能词用弱读（to /tə/、of /əv/、and /ən/……），不是逐词拼接
# 符号体系与 ipa-en.tsv（ipa-dict en_US）一致：ɹ ɫ ɝ ɑ oʊ；占位符写成 …
# 格式：<词条><TAB><音标>，词条须与 _src.psv 第 3 列完全一致
submit an application	/səbˈmɪt ən ˌæpɫəˈkeɪʃən/
issue a refund / a permit	/ˈɪʃu ə ˈɹiˌfənd/ / /ˈɪʃu ə ˈpɝmɪt/
bear in mind	/ˈbɛɹ ɪn ˈmaɪnd/
keep someone informed	/ˈkip ˈsəmˌwən ɪnˈfɔɹmd/
attach great importance to	/əˈtætʃ ˈɡɹeɪt ɪmˈpɔɹtəns tu/
have an impact on	/ˈhæv ən ˈɪmˌpækt ɑn/
a significant increase	/ə sɪɡˈnɪfɪkənt ˈɪnˌkɹis/
a reasonable request	/ə ˈɹizənəbəɫ ɹɪˈkwɛst/
a prompt response	/ə ˈpɹɑmpt ɹɪˈspɑns/
a minor / major issue	/ə ˈmaɪnɝ ˈɪʃu/ / /ə ˈmeɪdʒɝ ˈɪʃu/
an ongoing problem	/ən ˈɑnˌɡoʊɪŋ ˈpɹɑbɫəm/
strict guidelines	/ˈstɹɪkt ˈɡaɪdˌɫaɪnz/
valuable experience	/ˈvæɫjəbəɫ ɪkˈspɪɹiəns/
a convenient time	/ə kənˈvinjənt ˈtaɪm/
widely available	/ˈwaɪdɫi əˈveɪɫəbəɫ/
increasingly popular	/ɪnˈkɹisɪŋɫi ˈpɑpjəɫɝ/
a wide range of	/ə ˈwaɪd ˈɹeɪndʒ əv/
a growing number of	/ə ˈɡɹoʊɪŋ ˈnəmbɝ əv/
the vast majority of	/ðə ˈvæst məˈdʒɔɹəti əv/
a lack of	/ə ˈɫæk əv/
in the long run	/ɪn ðə ˈɫɔŋ ˈɹən/
on a regular basis	/ɑn ə ˈɹɛɡjəɫɝ ˈbeɪsɪs/
in light of	/ɪn ˈɫaɪt əv/
with regard to	/wɪð ɹɪˈɡɑɹd tu/
as a result of	/æz ə ɹɪˈzəɫt əv/
in the event of	/ɪn ði ɪˈvɛnt əv/
to the best of my knowledge	/tə ðə ˈbɛst əv maɪ ˈnɑɫɪdʒ/
at short notice	/ət ˈʃɔɹt ˈnoʊtɪs/
licence (n.) / license (v.)	/ˈɫaɪsəns/ / /ˈɫaɪsəns/
practice (n.) / practise (v.)	/ˈpɹæktɪs/ / /ˈpɹæktɪs/
organise / organize	/ˈɔɹɡəˌnaɪz/ / /ˈɔɹɡəˌnaɪz/
defence / offence	/dɪˈfɛns/ / /əˈfɛns/
affect (v.) / effect (n.)	/əˈfɛkt/ / /ɪˈfɛkt/
advice (n.) / advise (v.)	/ədˈvaɪs/ / /ədˈvaɪz/
its / it's	/ˈɪts/ / /ˈɪts/
post office	/ˈpoʊst ˌɔfɪs/
stationery shop	/ˈsteɪʃəˌnɛɹi ˌʃɑp/
go through	/ˈɡoʊ ˈθɹu/
hold off	/ˈhoʊɫd ˈɔf/
weigh up	/ˈweɪ ˈəp/
deVELop vs DEVelopment	/dɪˈvɛɫəp/ vs /dɪˈvɛɫəpmənt/
CERtificate (n.) / cerTIFicate	/sɝˈtɪfɪkət/ / /sɝˈtɪfɪkət/
neCESSity vs NECessary	/nəˈsɛsɪti/ vs /ˈnɛsəˌsɛɹi/
PREsent (n./adj.) / preSENT (v.)	/ˈpɹɛzənt/ / /pɹiˈzɛnt/
RECord (n.) / reCORD (v.)	/ˈɹɛkɝd/ / /ɹɪˈkɔɹd/
INcrease (n.) / inCREASE (v.)	/ˈɪnˌkɹis/ / /ɪnˈkɹis/
PERmit (n.) / perMIT (v.)	/ˈpɝˌmɪt/ / /pɝˈmɪt/
CONtract (n.) / conTRACT (v.)	/ˈkɑnˌtɹækt/ / /kənˈtɹækt/
PROduce (n.) / proDUCE (v.)	/ˈpɹoʊˌdus/ / /pɹəˈdus/
comfortable vs comparable	/ˈkəmftɝbəɫ/ vs /ˈkɑmpɹəbəɫ/
a lot of / lots of	/ə ˈɫɑt əv/ / /ˈɫɑts əv/
want to / going to	/ˈwɑnt tu/ / /ˈɡoʊɪŋ tu/
and 弱读	/ˈænd/ → /ən/
of / for / to 弱读	/əv/ / /fɝ/ / /tə/
cost-effective	/ˌkɔstɪˈfɛktɪv/
attributable to	/əˈtɹɪbjətəbəɫ tu/
stem from	/ˈstɛm fɹəm/
give rise to	/ˈɡɪv ˈɹaɪz tu/
contributing factor	/kənˈtɹɪbjətɪŋ ˈfæktɝ/
provided that	/pɹəˈvaɪdɪd ðət/
sceptical / scepticism	/ˈskɛptɪkəɫ/ / /ˈskɛptɪˌsɪzəm/
compensate for	/ˈkɑmpənˌseɪt fɔɹ/
contingency plan	/kənˈtɪndʒənsi ˌpɫæn/
marginalised	/ˈmɑɹdʒənəˌɫaɪzd/
advocacy group	/ˈædvəkəsi ˌɡɹup/
compliance / comply with	/kəmˈpɫaɪəns/ / /kəmˈpɫaɪ wɪð/
exemption / be exempt from	/ɪɡˈzɛmpʃən/ / /bi ɪɡˈzɛmpt fɹəm/
on average	/ɑn ˈævɹɪdʒ/
to a certain extent	/tu ə ˈsɝtən ɪkˈstɛnt/
by and large	/ˈbaɪ ən ˈɫɑɹdʒ/
initiative (show)	/ɪˈnɪʃətɪv/
self-sufficient	/ˌsɛɫfsəˈfɪʃənt/
accountable for	/əˈkaʊntəbəɫ fɔɹ/
skilled trades	/ˈskɪɫd ˈtɹeɪdz/
administrative assistant	/ədˈmɪnəˌstɹeɪtɪv əˈsɪstənt/
customer service representative	/ˈkəstəmɝ ˈsɝvɪs ˌɹɛpɹɪˈzɛntətɪv/
supervisor / team lead	/ˈsupɝˌvaɪzɝ/ / /ˈtim ˌɫid/
boardroom / meeting room	/ˈbɔɹdˌɹum/ / /ˈmitɪŋ ˌɹum/
book a room	/ˈbʊk ə ˈɹum/
conference call / video call	/ˈkɑnfɹəns ˌkɔɫ/ / /ˈvɪdiˌoʊ ˌkɔɫ/
out of service	/ˈaʊt əv ˈsɝvɪs/
contract renewal	/ˈkɑnˌtɹækt ɹɪˌnuəɫ/
profit margin	/ˈpɹɑfɪt ˌmɑɹdʒɪn/
onboarding	/ˈɑnˌbɔɹdɪŋ/
safety protocol	/ˈseɪfti ˈpɹoʊtəˌkɔɫ/
protective equipment (PPE)	/pɹəˈtɛktɪv ɪˈkwɪpmənt/ / /ˌpiˌpiˈi/
incident report	/ˈɪnsɪdənt ɹɪˌpɔɹt/
evacuation / fire drill	/ɪˌvækjuˈeɪʃən/ / /ˈfaɪɝ ˌdɹɪɫ/
WHMIS	/ˈwɪmɪs/
liaise with	/ɫiˈeɪz wɪð/
keep someone in the loop	/ˈkip ˈsəmˌwən ɪn ðə ˈɫup/
on the same page	/ɑn ðə ˈseɪm ˈpeɪdʒ/
take the lead on	/ˈteɪk ðə ˈɫid ɑn/
check in with	/ˈtʃɛk ˈɪn wɪð/
circle back	/ˈsɝkəɫ ˈbæk/
workplace culture	/ˈwɝkˌpɫeɪs ˈkəɫtʃɝ/
employment standards	/ɪmˈpɫɔɪmənt ˈstændɝdz/
minimum wage	/ˈmɪnəməm ˈweɪdʒ/
statutory holiday	/ˈstætʃəˌtɔɹi ˈhɑɫəˌdeɪ/
vacation entitlement	/veɪˈkeɪʃən ɪnˈtaɪtəɫmənt/
accommodation (workplace)	/əˌkɑməˈdeɪʃən/
union dues	/ˈjunjən ˌduz/
collective agreement	/kəˈɫɛktɪv əˈɡɹimənt/
non-disclosure agreement (NDA)	/ˌnɑndɪsˈkɫoʊʒɝ əˈɡɹimənt/ / /ˌɛnˌdiˈeɪ/
laundry room	/ˈɫɔndɹi ˌɹum/
smoke detector / carbon monoxide detector	/ˈsmoʊk dɪˌtɛktɝ/ / /ˈkɑɹbən məˈnɑkˌsaɪd dɪˌtɛktɝ/
circuit breaker / fuse box	/ˈsɝkɪt ˌbɹeɪkɝ/ / /ˈfjuz ˌbɑks/
water heater	/ˈwɔtɝ ˌhitɝ/
do the laundry	/ˈdu ðə ˈɫɔndɹi/
take out the garbage	/ˈteɪk ˈaʊt ðə ˈɡɑɹbɪdʒ/
declutter / tidy up	/diˈkɫətɝ/ / /ˈtaɪdi ˈəp/
utilities bill	/juˈtɪɫətiz ˌbɪɫ/
draught / draughty	/ˈdɹæft/ / /ˈdɹæfti/
credit check	/ˈkɹɛdɪt ˌtʃɛk/
first and last month's rent	/ˈfɝst ən ˈɫæst ˈmənθs ˈɹɛnt/
rent increase	/ˈɹɛnt ˌɪnˌkɹis/
notice to vacate	/ˈnoʊtɪs tə ˈveɪˌkeɪt/
landlord and tenant board	/ˈɫændˌɫɔɹd ən ˈtɛnənt ˌbɔɹd/
rent-controlled	/ˈɹɛntkənˌtɹoʊɫd/
utilities included	/juˈtɪɫətiz ɪnˈkɫudɪd/
library branch	/ˈɫaɪˌbɹɛɹi ˌbɹæntʃ/
recreation centre	/ˌɹɛkɹiˈeɪʃən ˌsɛntɝ/
transit stop	/ˈtɹænzɪt ˌstɑp/
snow route	/ˈsnoʊ ˌɹut/
residents' association	/ˈɹɛzɪdənts əˌsoʊsiˈeɪʃən/
town hall meeting	/ˈtaʊn ˈhɔɫ ˌmitɪŋ/
nurse practitioner	/ˈnɝs pɹækˈtɪʃənɝ/
physiotherapist / physiotherapy	/ˌfɪzioʊˈθɛɹəpɪst/ / /ˌfɪzioʊˈθɛɹəpi/
check-up	/ˈtʃɛkˌəp/
blood test	/ˈbɫəd ˌtɛst/
X-ray / scan	/ˈɛksˌɹeɪ/ / /ˈskæn/
generic drug	/dʒəˈnɛɹɪk ˈdɹəɡ/
follow-up appointment	/ˈfɑɫoʊˌəp əˈpɔɪntmənt/
allergic reaction	/əˈɫɝdʒɪk ɹiˈækʃən/
CPR	/ˌsiˌpiˈɑɹ/
urgent care	/ˈɝdʒənt ˈkɛɹ/
heatstroke	/ˈhitˌstɹoʊk/
long-term care home	/ˈɫɔŋˌtɝm ˈkɛɹ ˌhoʊm/
home care	/ˈhoʊm ˌkɛɹ/
assisted living	/əˈsɪstɪd ˈɫɪvɪŋ/
immunisation schedule	/ˌɪmjənəˈzeɪʃən ˌskɛdʒuɫ/
prenatal care	/pɹiˈneɪtəɫ ˈkɛɹ/
universal health care	/ˌjunəˈvɝsəɫ ˈhɛɫθ ˌkɛɹ/
medically necessary	/ˈmɛdɪkɫi ˈnɛsəˌsɛɹi/
not covered	/ˈnɑt ˈkəvɝd/
wait time	/ˈweɪt ˌtaɪm/
family health team	/ˈfæməɫi ˈhɛɫθ ˌtim/
virtual care / telehealth	/ˈvɝtʃuəɫ ˈkɛɹ/ / /ˈtɛɫəˌhɛɫθ/
health authority	/ˈhɛɫθ əˌθɔɹəti/
public health advisory	/ˈpəbɫɪk ˈhɛɫθ ədˈvaɪzəɹi/
opioid crisis	/ˈoʊpiˌɔɪd ˌkɹaɪsɪs/
harm reduction	/ˈhɑɹm ɹɪˌdəkʃən/
mental health support	/ˈmɛntəɫ ˈhɛɫθ səˌpɔɹt/
pay stub	/ˈpeɪ ˌstəb/
gross pay / net pay	/ˈɡɹoʊs ˈpeɪ/ / /ˈnɛt ˈpeɪ/
pay period	/ˈpeɪ ˌpɪɹiəd/
statutory deductions	/ˈstætʃəˌtɔɹi dɪˈdəkʃənz/
T4 slip	/ˌtiˈfɔɹ ˌsɫɪp/
year-to-date (YTD)	/ˌjɪɹtəˈdeɪt/ / /ˌwaɪˌtiˈdi/
price match	/ˈpɹaɪs ˌmætʃ/
loyalty points	/ˈɫɔɪəɫti ˌpɔɪnts/
cashier / self-checkout	/kæˈʃɪɹ/ / /ˌsɛɫfˈtʃɛkˌaʊt/
return policy	/ɹɪˈtɝn ˌpɑɫəsi/
proof of purchase	/ˈpɹuf əv ˈpɝtʃəs/
store credit	/ˈstɔɹ ˌkɹɛdɪt/
bulk / in bulk	/ˈbəɫk/ / /ɪn ˈbəɫk/
expiry date / best before	/ɪkˈspaɪɹi ˌdeɪt/ / /ˈbɛst bɪˈfɔɹ/
amortisation	/ˌæmɝtəˈzeɪʃən/
fixed rate / variable rate	/ˈfɪkst ˈɹeɪt/ / /ˈvɛɹiəbəɫ ˈɹeɪt/
pre-approval	/ˌpɹiəˈpɹuvəɫ/
line of credit	/ˈɫaɪn əv ˈkɹɛdɪt/
debt / in debt	/ˈdɛt/ / /ɪn ˈdɛt/
default on	/dɪˈfɔɫt ɑn/
consolidate debt	/kənˈsɑɫəˌdeɪt ˈdɛt/
Old Age Security (OAS)	/ˈoʊɫd ˈeɪdʒ sɪˈkjʊɹəti/ / /ˌoʊˌeɪˈɛs/
contribution room	/ˌkɑntɹəˈbjuʃən ˌɹum/
mutual fund	/ˈmjutʃuəɫ ˌfənd/
compound interest	/ˈkɑmˌpaʊnd ˈɪntɹəst/
financial advisor	/fəˈnænʃəɫ ədˈvaɪzɝ/
identity theft	/aɪˈdɛntəti ˌθɛft/
dispute a charge	/dɪˈspjut ə ˈtʃɑɹdʒ/
hidden fees	/ˈhɪdən ˈfiz/
cooling-off period	/ˌkuɫɪŋˈɔf ˌpɪɹiəd/
consumer protection	/kənˈsumɝ pɹəˌtɛkʃən/
small claims court	/ˈsmɔɫ ˈkɫeɪmz ˌkɔɹt/
Better Business Bureau	/ˈbɛtɝ ˈbɪznəs ˈbjʊɹoʊ/
road closure	/ˈɹoʊd ˌkɫoʊʒɝ/
black ice	/ˈbɫæk ˈaɪs/
snow tires / all-season tires	/ˈsnoʊ ˌtaɪɝz/ / /ˈɔɫˌsizən ˌtaɪɝz/
block heater	/ˈbɫɑk ˌhitɝ/
right of way	/ˈɹaɪt əv ˈweɪ/
carpool lane / HOV lane	/ˈkɑɹˌpuɫ ˌɫeɪn/ / /ˌeɪtʃˌoʊˈvi ˌɫeɪn/
connecting flight	/kəˈnɛktɪŋ ˈfɫaɪt/
compensation for delay	/ˌkɑmpənˈseɪʃən fɝ dɪˈɫeɪ/
baggage claim	/ˈbæɡɪdʒ ˌkɫeɪm/
duty-free	/ˌdutiˈfɹi/
travel insurance	/ˈtɹævəɫ ɪnˌʃʊɹəns/
check-in time	/ˈtʃɛkˌɪn ˌtaɪm/
vacancy / no vacancy	/ˈveɪkənsi/ / /ˈnoʊ ˈveɪkənsi/
peak season / off-season	/ˈpik ˌsizən/ / /ˈɔfˌsizən/
national park / provincial park	/ˈnæʃənəɫ ˈpɑɹk/ / /pɹəˈvɪnʃəɫ ˈpɑɹk/
hiking trail	/ˈhaɪkɪŋ ˌtɹeɪɫ/
guided tour	/ˈɡaɪdɪd ˈtʊɹ/
accessible parking	/əkˈsɛsəbəɫ ˈpɑɹkɪŋ/
park and ride	/ˈpɑɹk ən ˈɹaɪd/
bike lane	/ˈbaɪk ˌɫeɪn/
ride-hailing	/ˈɹaɪdˌheɪɫɪŋ/
fare evasion	/ˈfɛɹ ɪˌveɪʒən/
elementary school / high school	/ˌɛɫəˈmɛntɹi ˌskuɫ/ / /ˈhaɪ ˌskuɫ/
college vs university	/ˈkɑɫɪdʒ/ vs /ˌjunəˈvɝsəti/
co-op program	/ˈkoʊˌɑp ˈpɹoʊˌɡɹæm/
full-time student	/ˈfʊɫˌtaɪm ˈstudənt/
academic year	/ˌækəˈdɛmɪk ˈjɪɹ/
reading week	/ˈɹidɪŋ ˌwik/
syllabus / course outline	/ˈsɪɫəbəs/ / /ˈkɔɹs ˌaʊtˌɫaɪn/
group project	/ˈɡɹup ˌpɹɑdʒɛkt/
citation / reference list	/saɪˈteɪʃən/ / /ˈɹɛfɹəns ˌɫɪst/
midterm / final exam	/ˈmɪdˌtɝm/ / /ˈfaɪnəɫ ɪɡˈzæm/
GPA	/ˌdʒiˌpiˈeɪ/
withdraw from a course	/wɪðˈdɹɔ fɹəm ə ˈkɔɹs/
academic advisor	/ˌækəˈdɛmɪk ədˈvaɪzɝ/
student loan	/ˈstudənt ˌɫoʊn/
international student fees	/ˌɪntɝˈnæʃənəɫ ˈstudənt ˌfiz/
work-study	/ˈwɝkˌstədi/
tuition waiver	/tuˈɪʃən ˌweɪvɝ/
night class / evening course	/ˈnaɪt ˌkɫæs/ / /ˈivnɪŋ ˌkɔɹs/
online course / self-paced	/ˈɑnˌɫaɪn ˈkɔɹs/ / /ˌsɛɫfˈpeɪst/
bridging program	/ˈbɹɪdʒɪŋ ˌpɹoʊˌɡɹæm/
licensing exam	/ˈɫaɪsənsɪŋ ɪɡˌzæm/
regulated profession	/ˈɹɛɡjəˌɫeɪtɪd pɹəˈfɛʃən/
foreign credential recognition	/ˈfɔɹən kɹəˈdɛnʃəɫ ˌɹɛkəɡˈnɪʃən/
prior learning assessment	/ˈpɹaɪɝ ˈɫɝnɪŋ əˈsɛsmənt/
class size	/ˈkɫæs ˌsaɪz/
literacy / numeracy	/ˈɫɪtɝəsi/ / /ˈnumɝəsi/
dropout rate	/ˈdɹɑpˌaʊt ˌɹeɪt/
lifelong learning	/ˈɫaɪfˌɫɔŋ ˈɫɝnɪŋ/
skills gap	/ˈskɪɫz ˌɡæp/
early childhood education	/ˈɝɫi ˈtʃaɪɫdˌhʊd ˌɛdʒəˈkeɪʃən/
walk-in / by appointment only	/ˈwɔkˌɪn/ / /baɪ əˈpɔɪntmənt ˈoʊnɫi/
reschedule an appointment	/ɹiˈskɛdʒuɫ ən əˈpɔɪntmənt/
no-show	/ˈnoʊˌʃoʊ/
waitlist	/ˈweɪtˌɫɪst/
confirmation email	/ˌkɑnfɝˈmeɪʃən ˈiˌmeɪɫ/
service call	/ˈsɝvɪs ˌkɔɫ/
under warranty	/ˈəndɝ ˈwɔɹənti/
on-site / off-site	/ˌɑnˈsaɪt/ / /ˌɔfˈsaɪt/
auto-renewal	/ˌɔtoʊɹɪˈnuəɫ/
cancel a subscription	/ˈkænsəɫ ə səbˈskɹɪpʃən/
billing cycle	/ˈbɪɫɪŋ ˌsaɪkəɫ/
account holder	/əˈkaʊnt ˌhoʊɫdɝ/
terms and conditions	/ˈtɝmz ən kənˈdɪʃənz/
file a complaint	/ˈfaɪɫ ə kəmˈpɫeɪnt/
reference number	/ˈɹɛfɹəns ˌnəmbɝ/
below the standard advertised	/bɪˈɫoʊ ðə ˈstændɝd ˈædvɝˌtaɪzd/
seek compensation	/ˈsik ˌkɑmpənˈseɪʃən/
How may I help you?	/ˈhaʊ meɪ aɪ ˈhɛɫp ju/
Bear with me for a moment	/ˈbɛɹ wɪð mi fɝ ə ˈmoʊmənt/
I will put you through to	/aɪ wɪɫ ˈpʊt ju ˈθɹu tu/
Let me confirm that for you	/ˈɫɛt mi kənˈfɝm ˈðæt fɝ ju/
Is there anything else I can help with?	/ɪz ðɝ ˈɛniˌθɪŋ ˈɛɫs aɪ kən ˈhɛɫp wɪð/
We apologise for the inconvenience	/wi əˈpɑɫəˌdʒaɪz fɝ ði ˌɪnkənˈvinjəns/
within three to five business days	/wɪˈðɪn ˈθɹi tə ˈfaɪv ˈbɪznəs ˌdeɪz/
at no additional cost	/ət ˈnoʊ əˈdɪʃənəɫ ˈkɑst/
as a one-time exception	/æz ə ˈwənˌtaɪm ɪkˈsɛpʃən/
waive a fee	/ˈweɪv ə ˈfi/
escalate to a specialist	/ˈɛskəˌɫeɪt tu ə ˈspɛʃəɫɪst/
follow up within 48 hours	/ˈfɑɫoʊ ˈəp wɪˈðɪn ˈfɔɹti ˈeɪt ˈaʊɝz/
your patience is appreciated	/jɝ ˈpeɪʃəns ɪz əˈpɹiʃiˌeɪtɪd/
Member of Parliament (MP)	/ˈmɛmbɝ əv ˈpɑɹɫəmənt/ / /ˌɛmˈpi/
Member of Provincial Parliament (MPP/MLA)	/ˈmɛmbɝ əv pɹəˈvɪnʃəɫ ˈpɑɹɫəmənt/ / /ˌɛmˌpiˈpi/ / /ˌɛmˌɛɫˈeɪ/
city councillor	/ˈsɪti ˈkaʊnsəɫɝ/
Prime Minister	/ˈpɹaɪm ˈmɪnɪstɝ/
by-election	/ˈbaɪɪˌɫɛkʃən/
ballot / polling station	/ˈbæɫət/ / /ˈpoʊɫɪŋ ˌsteɪʃən/
eligible to vote	/ˈɛɫɪdʒəbəɫ tə ˈvoʊt/
municipal services	/mjuˈnɪsəpəɫ ˈsɝvɪsɪz/
public consultation	/ˈpəbɫɪk ˌkɑnsəɫˈteɪʃən/
permit application	/ˈpɝmɪt ˌæpɫəˈkeɪʃən/
deadline for submission	/ˈdɛdˌɫaɪn fɝ səbˈmɪʃən/
in person / online / by mail	/ɪn ˈpɝsən/ / /ˈɑnˌɫaɪn/ / /baɪ ˈmeɪɫ/
Express Entry	/ɪkˈspɹɛs ˈɛntɹi/
Comprehensive Ranking System (CRS)	/ˌkɑmpɹɪˈhɛnsɪv ˈɹæŋkɪŋ ˌsɪstəm/ / /ˌsiˌɑɹˈɛs/
Invitation to Apply (ITA)	/ˌɪnvɪˈteɪʃən tu əˈpɫaɪ/ / /ˌaɪˌtiˈeɪ/
Provincial Nominee Program (PNP)	/pɹəˈvɪnʃəɫ ˌnɑməˈni ˌpɹoʊˌɡɹæm/ / /ˌpiˌɛnˈpi/
language test results	/ˈɫæŋɡwɪdʒ ˌtɛst ɹɪˌzəɫts/
biometrics	/ˌbaɪoʊˈmɛtɹɪks/
settlement agency	/ˈsɛtəɫmənt ˌeɪdʒənsi/
citizenship test	/ˈsɪtɪzənˌʃɪp ˌtɛst/
oath of citizenship	/ˈoʊθ əv ˈsɪtɪzənˌʃɪp/
residency obligation	/ˈɹɛzɪdənsi ˌɑbɫəˈɡeɪʃən/
land acknowledgement	/ˈɫænd əkˌnɑɫɪdʒmənt/
residential schools	/ˌɹɛzɪˈdɛnʃəɫ ˈskuɫz/
systemic racism	/sɪˈstɛmɪk ˈɹeɪˌsɪzəm/
official languages	/əˈfɪʃəɫ ˈɫæŋɡwɪdʒɪz/
refugee / asylum seeker	/ˌɹɛfjuˈdʒi/ / /əˈsaɪɫəm ˌsikɝ/
labour shortage	/ˈɫeɪbɝ ˌʃɔɹtɪdʒ/
immigration levels plan	/ˌɪməˈɡɹeɪʃən ˈɫɛvəɫz ˌpɫæn/
public opinion	/ˈpəbɫɪk əˈpɪnjən/
civic engagement	/ˈsɪvɪk ɪnˈɡeɪdʒmənt/
charter rights	/ˈtʃɑɹtɝ ˌɹaɪts/
urbanisation	/ˌɝbənəˈzeɪʃən/
storage / run out of space	/ˈstɔɹɪdʒ/ / /ˈɹən ˈaʊt əv ˈspeɪs/
battery life	/ˈbætɝi ˌɫaɪf/
warranty claim	/ˈwɔɹənti ˌkɫeɪm/
factory reset	/ˈfæktɝi ˈɹiˌsɛt/
Wi-Fi network	/ˈwaɪˌfaɪ ˈnɛtˌwɝk/
two-factor authentication	/ˈtuˌfæktɝ əˌθɛntəˈkeɪʃən/
verification code	/ˌvɛɹəfəˈkeɪʃən ˌkoʊd/
account suspended	/əˈkaʊnt səˈspɛndɪd/
opt in / opt out	/ˈɑpt ˈɪn/ / /ˈɑpt ˈaʊt/
terms of service	/ˈtɝmz əv ˈsɝvɪs/
personal information	/ˈpɝsənəɫ ˌɪnfɝˈmeɪʃən/
targeted advertising	/ˈtɑɹɡɪtɪd ˈædvɝˌtaɪzɪŋ/
digital footprint	/ˈdɪdʒɪtəɫ ˈfʊtˌpɹɪnt/
source / credible source	/ˈsɔɹs/ / /ˈkɹɛdəbəɫ ˈsɔɹs/
fact-check	/ˈfæktˌtʃɛk/
echo chamber	/ˈɛkoʊ ˌtʃeɪmbɝ/
viral / go viral	/ˈvaɪɹəɫ/ / /ˈɡoʊ ˈvaɪɹəɫ/
influencer	/ˈɪnfɫuənsɝ/
content moderation	/ˈkɑntɛnt ˌmɑdəˈɹeɪʃən/
freedom of expression	/ˈfɹidəm əv ɪkˈspɹɛʃən/
machine learning	/məˈʃin ˌɫɝnɪŋ/
chatbot	/ˈtʃætˌbɑt/
reskilling	/ɹiˈskɪɫɪŋ/
digital literacy	/ˈdɪdʒɪtəɫ ˈɫɪtɝəsi/
digital divide	/ˈdɪdʒɪtəɫ dɪˈvaɪd/
broadband access	/ˈbɹɔdˌbænd ˈækˌsɛs/
e-government	/ˈiˌɡəvɝnmənt/
compostable	/ˈkɑmˌpoʊstəbəɫ/
green bin / blue box	/ˈɡɹin ˈbɪn/ / /ˈbɫu ˈbɑks/
curbside collection	/ˈkɝbˌsaɪd kəˈɫɛkʃən/
energy-efficient	/ˈɛnɝdʒiɪˌfɪʃənt/
LED bulb / insulation upgrade	/ˌɛɫˌiˈdi ˈbəɫb/ / /ˌɪnsəˈɫeɪʃən ˈəpˌɡɹeɪd/
heat pump	/ˈhit ˌpəmp/
electric vehicle (EV)	/ɪˈɫɛktɹɪk ˈviəkəɫ/ / /ˌiˈvi/
charging station	/ˈtʃɑɹdʒɪŋ ˌsteɪʃən/
greenhouse gas	/ˈɡɹinˌhaʊs ˈɡæs/
carbon tax / carbon pricing	/ˈkɑɹbən ˌtæks/ / /ˈkɑɹbən ˌpɹaɪsɪŋ/
net zero	/ˈnɛt ˈzɪɹoʊ/
flooding / flood risk	/ˈfɫədɪŋ/ / /ˈfɫəd ˌɹɪsk/
air quality index	/ˈɛɹ ˈkwɑɫəti ˌɪnˌdɛks/
permafrost	/ˈpɝməˌfɹɔst/
glacier / sea level rise	/ˈɡɫeɪʃɝ/ / /ˈsi ˌɫɛvəɫ ˈɹaɪz/
adaptation vs mitigation	/ˌædæpˈteɪʃən/ vs /ˌmɪtəˈɡeɪʃən/
habitat loss	/ˈhæbəˌtæt ˌɫɔs/
endangered species	/ɪnˈdeɪndʒɝd ˈspiʃiz/
protected area	/pɹəˈtɛktɪd ˈɛɹiə/
natural resources	/ˈnætʃɝəɫ ˈɹisɔɹsɪz/
oil sands / pipeline	/ˈɔɪɫ ˌsændz/ / /ˈpaɪpˌɫaɪn/
hydroelectricity	/ˌhaɪdɹoʊɪɫɛkˈtɹɪsəti/
renewable vs non-renewable	/ɹɪˈnuəbəɫ/ vs /ˌnɑnɹɪˈnuəbəɫ/
cleanup / community cleanup	/ˈkɫinˌəp/ / /kəˈmjunəti ˈkɫinˌəp/
community garden	/kəˈmjunəti ˈɡɑɹdən/
tree-planting	/ˈtɹiˌpɫæntɪŋ/
donation drive	/doʊˈneɪʃən ˌdɹaɪv/
sign up as a volunteer	/ˈsaɪn ˈəp æz ə ˌvɑɫənˈtɪɹ/
raise funds	/ˈɹeɪz ˈfəndz/
make a pledge	/ˈmeɪk ə ˈpɫɛdʒ/
collective effort	/kəˈɫɛktɪv ˈɛfɝt/
travel advisory	/ˈtɹævəɫ ədˈvaɪzəɹi/
office hours	/ˈɔfɪs ˌaʊɝz/
red tape	/ˈɹɛd ˈteɪp/
margin of error	/ˈmɑɹdʒɪn əv ˈɛɹɝ/
