section|theme|fr|pos|en|zh|note|exemple
SANTE|就医|prendre rendez-vous|v.|to make an appointment|预约|固定搭配，不加冠词|J'aimerais prendre rendez-vous avec le docteur Roy.
SANTE|就医|le médecin de famille|n.m.|family doctor|家庭医生|加拿大医疗入口，等候名单话题高频|Il est difficile de trouver un médecin de famille.
SANTE|就医|la clinique sans rendez-vous|n.f.|walk-in clinic|免预约诊所|加拿大特有就医方式|Je suis allé à une clinique sans rendez-vous.
SANTE|就医|la carte d'assurance maladie|n.f.|health card|医保卡|魁北克俗称 carte soleil|N'oubliez pas votre carte d'assurance maladie.
SANTE|就医|la liste d'attente|n.f.|waiting list|轮候名单|加拿大医疗体系高频批评点|Il est sur une liste d'attente pour une opération.
SANTE|就医|se faire vacciner / la vaccination|v./n.f.|to get vaccinated / vaccination|接种疫苗|公共卫生话题|Il faut se faire vacciner chaque automne.
SANTE|症状|tomber malade|v.|to fall ill|生病|基础表达|Je suis tombé malade la semaine dernière.
SANTE|症状|avoir mal à|v.|to have a pain in|……疼|avoir mal à la tête / au dos|J'ai mal à la gorge depuis deux jours.
SANTE|症状|avoir de la fièvre|v.|to have a fever|发烧|固定搭配|Mon fils a de la fièvre depuis hier soir.
SANTE|症状|les effets secondaires|n.m.pl.|side effects|副作用|永远复数|Ce médicament a peu d'effets secondaires.
SANTE|症状|la maladie chronique|n.f.|chronic illness|慢性病|健康议题|Les maladies chroniques pèsent sur le système.
SANTE|健康生活|la santé mentale|n.f.|mental health|心理健康|Tâche 3 高频议题|La santé mentale des jeunes inquiète les experts.
SANTE|健康生活|l'alimentation équilibrée|n.f.|balanced diet|均衡饮食|固定搭配|Une alimentation équilibrée est essentielle.
SANTE|健康生活|faire de l'exercice / du sport|v.|to exercise|锻炼|不说 faire exercice|Je fais du sport trois fois par semaine.
SANTE|健康生活|le système de santé public|n.m.|public health system|公共医疗体系|加拿大制度特征，议论必备|Le système de santé public est gratuit mais engorgé.
SANTE|健康生活|le vieillissement de la population|n.m.|population ageing|人口老龄化|Tâche 3 高频议题|Le vieillissement de la population pèse sur les services.
ARGENT|银行|le compte bancaire / le compte chèque|n.m.|bank account / chequing account|银行账户/支票账户|加拿大账户类型|J'ai ouvert un compte chèque à la succursale.
ARGENT|银行|la carte de débit / de crédit|n.f.|debit / credit card|借记卡/信用卡|支付方式|La plupart des commerces acceptent la carte de débit.
ARGENT|银行|le virement / le virement Interac|n.m.|transfer / e-transfer|转账/加拿大电子转账|Interac 是加拿大特有系统|Je vais te faire un virement Interac ce soir.
ARGENT|银行|le dépôt direct|n.m.|direct deposit|工资直存|加拿大发薪标准方式|Mon salaire est versé par dépôt direct.
ARGENT|银行|retirer / déposer de l'argent|v.|to withdraw / to deposit money|取款/存款|基础动词|Je dois retirer de l'argent au guichet.
ARGENT|银行|les frais bancaires|n.m.pl.|bank fees|银行手续费|永远复数|Les frais bancaires sont de 15 dollars par mois.
ARGENT|银行|le taux d'intérêt|n.m.|interest rate|利率|固定搭配|Le taux d'intérêt a encore monté.
ARGENT|银行|le dossier de crédit|n.m.|credit file / credit score|信用记录|新移民必须建立|Il faut bâtir son dossier de crédit dès l'arrivée.
ARGENT|消费|le coût de la vie|n.m.|cost of living|生活成本|Tâche 3 高频议题|Le coût de la vie a explosé ces dernières années.
ARGENT|消费|le pouvoir d'achat|n.m.|purchasing power|购买力|经济议题高分词|L'inflation réduit le pouvoir d'achat des ménages.
ARGENT|消费|le budget / gérer son budget|n.m./v.|budget / to manage one's budget|预算/理财|生活技能话题|J'ai du mal à gérer mon budget ce mois-ci.
ARGENT|保险|l'assurance habitation / automobile|n.f.|home / car insurance|房屋保险/车险|生活必备|L'assurance habitation est obligatoire pour les propriétaires.
ARGENT|保险|faire une réclamation|v.|to file a claim|索赔|加拿大说 réclamation，法国说 déclaration de sinistre|J'ai fait une réclamation après l'accident.
TRANSPORT|公共交通|le transport en commun|n.m.|public transit|公共交通|加拿大说 transport en commun|Je prends le transport en commun tous les jours.
TRANSPORT|公共交通|le tarif / le titre de transport|n.m.|fare / transit pass|票价/车票|CO 公告题高频|Le tarif mensuel est de 97 dollars.
TRANSPORT|公共交通|le retard / être en retard|n.m./loc.|delay / to be late|延误/迟到|通知与道歉场景|Le train a vingt minutes de retard.
TRANSPORT|公共交通|accessible aux personnes à mobilité réduite|loc.|wheelchair accessible|无障碍|加拿大公共设施标准表述|Toutes les stations sont accessibles aux personnes à mobilité réduite.
TRANSPORT|驾车|le permis de conduire|n.m.|driver's licence|驾照|办事场景|J'ai passé mon permis de conduire au Québec.
TRANSPORT|驾车|l'excès de vitesse|n.m.|speeding|超速|交通违规|L'excès de vitesse est la première cause d'accidents.
TRANSPORT|驾车|l'heure de pointe|n.f.|rush hour|高峰期|固定搭配|J'évite de conduire à l'heure de pointe.
TRANSPORT|出行|le billet aller-retour|n.m.|return ticket|往返票|购票场景|Un billet aller-retour pour Québec, s'il vous plaît.
TRANSPORT|出行|les bagages / le bagage à main|n.m.pl./n.m.|luggage / carry-on|行李/随身行李|机场必备|Un seul bagage à main est autorisé.
EDUCATION|学制|l'école primaire / secondaire|n.f.|primary / secondary school|小学/中学|基础学制|Mes enfants vont à l'école primaire du quartier.
EDUCATION|学制|les frais de scolarité|n.m.pl.|tuition fees|学费|永远复数|Les frais de scolarité ont augmenté.
EDUCATION|学制|la bourse d'études|n.f.|scholarship|奖学金|资助|Elle a obtenu une bourse d'études.
EDUCATION|学制|la formation continue|n.f.|continuing education|继续教育|成人学习|La formation continue est offerte le soir.
EDUCATION|学制|le décrochage scolaire|n.m.|school dropout|辍学|魁北克社会议题高频|Le décrochage scolaire touche surtout les garçons.
EDUCATION|学制|l'uniforme scolaire|n.m.|school uniform|校服|Tâche 3 实考议题|Faut-il imposer l'uniforme scolaire ?
EDUCATION|学制|l'enseignement à distance|n.m.|distance learning|远程教学|疫情后议题|L'enseignement à distance a ses limites.
SOCIETE|社会议题|la classe moyenne|n.f.|middle class|中产阶级|经济议题|La classe moyenne est fragilisée par l'inflation.
SOCIETE|社会议题|l'égalité des chances|n.f.|equal opportunity|机会平等|高分搭配|L'école doit garantir l'égalité des chances.
SOCIETE|社会议题|les droits de la personne|n.m.pl.|human rights|人权|加拿大说 droits de la personne，法国说 droits de l'homme|La Charte protège les droits de la personne.
SOCIETE|社会议题|la banque alimentaire|n.f.|food bank|食物银行|社区互助|Les dons à la banque alimentaire augmentent en hiver.
SOCIETE|社会议题|l'organisme communautaire|n.m.|community organisation|社区组织|加拿大说法|Un organisme communautaire offre de l'aide aux familles.
SOCIETE|社会议题|le fossé des générations|n.m.|generation gap|代沟|家庭议题|Le fossé des générations s'accentue avec le numérique.
SOCIETE|家庭|la famille monoparentale|n.f.|single-parent family|单亲家庭|家庭议题|Les familles monoparentales sont plus vulnérables.
SOCIETE|家庭|élever des enfants|v.|to raise children|养育孩子|固定搭配|Élever des enfants coûte cher en ville.
SOCIETE|家庭|la garde partagée|n.f.|shared custody|共同监护|离婚议题|Ils ont opté pour la garde partagée.
SOCIETE|家庭|prendre soin de|v.|to take care of|照顾|固定搭配|Elle prend soin de ses parents âgés.
ENVIRO|环境|les changements climatiques|n.m.pl.|climate change|气候变化|加拿大用复数形式，法国说 le changement climatique|Les changements climatiques affectent nos hivers.
ENVIRO|环境|le réchauffement climatique|n.m.|global warming|全球变暖|同义高频词|Le réchauffement climatique accélère la fonte des glaces.
ENVIRO|环境|les gaz à effet de serre (GES)|n.m.pl.|greenhouse gases|温室气体|政策文件高频缩写|Le Canada veut réduire ses GES de moitié.
ENVIRO|环境|l'empreinte carbone|n.f.|carbon footprint|碳足迹|个人行动角度|Le vélo réduit votre empreinte carbone.
ENVIRO|环境|le développement durable|n.m.|sustainable development|可持续发展|高分固定搭配|Le développement durable guide nos décisions.
ENVIRO|环境|les énergies renouvelables|n.f.pl.|renewable energy|可再生能源|魁北克水电特色|Le Québec produit surtout de l'hydroélectricité.
ENVIRO|环境|le gaspillage alimentaire|n.m.|food waste|食物浪费|Tâche 3 实考议题|Le gaspillage alimentaire représente un tiers de la production.
ENVIRO|环境|le plastique à usage unique|n.m.|single-use plastic|一次性塑料|加拿大已立法禁用|Le plastique à usage unique est interdit depuis 2023.
ENVIRO|环境|le tri sélectif / le recyclage|n.m.|waste sorting / recycling|垃圾分类/回收|生活实践|Le tri sélectif est obligatoire dans la municipalité.
ENVIRO|环境|les feux de forêt|n.m.pl.|wildfires|森林大火|加拿大近年重大事件|Les feux de forêt ont dégradé la qualité de l'air.
ENVIRO|环境|prendre conscience de|v.|to become aware of|意识到|高分搭配|Il faut prendre conscience de l'urgence.
NUMERIQUE|数字生活|les réseaux sociaux|n.m.pl.|social media|社交媒体|永远复数|Les réseaux sociaux influencent l'opinion publique.
NUMERIQUE|数字生活|l'intelligence artificielle (IA)|n.f.|artificial intelligence|人工智能|Tâche 3 当前热点|L'intelligence artificielle suscite autant d'espoir que de crainte.
NUMERIQUE|数字生活|le mot de passe|n.m.|password|密码|生活场景|J'ai oublié mon mot de passe.
NUMERIQUE|数字生活|en ligne / hors ligne|loc.|online / offline|在线/离线|办事高频|La demande se fait entièrement en ligne.
NUMERIQUE|数字生活|la protection des données|n.f.|data protection|数据保护|隐私议题|La protection des données personnelles inquiète les usagers.
NUMERIQUE|数字生活|la désinformation / les fausses nouvelles|n.f.|disinformation / fake news|虚假信息|魁北克说 fausses nouvelles|La désinformation se propage vite en ligne.
NUMERIQUE|数字生活|le temps d'écran|n.m.|screen time|屏幕使用时间|健康与教育议题|Le temps d'écran des adolescents inquiète les parents.
NUMERIQUE|数字生活|la fracture numérique|n.f.|digital divide|数字鸿沟|社会议题高分词|La fracture numérique touche les aînés et les régions.
QUOTIDIEN|购物|essayer / la cabine d'essayage|v./n.f.|to try on / fitting room|试穿/试衣间|购物对话|Puis-je essayer cette veste ?
QUOTIDIEN|购物|en solde / les soldes|loc./n.m.pl.|on sale / sales|打折中/打折季|购物高频|Ces bottes sont en solde.
QUOTIDIEN|餐饮|la réservation / réserver une table|n.f./v.|reservation / to book a table|订位|EO2 角色扮演高频|J'aimerais réserver une table pour six personnes.
QUOTIDIEN|餐饮|l'entrée / le plat principal / le dessert|n.f./n.m.|starter / main course / dessert|前菜/主菜/甜点|注意 entrée 在法语是前菜|En entrée, je prendrai une soupe.
QUOTIDIEN|餐饮|l'allergie / être allergique à|n.f./loc.|allergy / to be allergic to|过敏|点餐必备|Je suis allergique aux arachides.
QUOTIDIEN|天气|il fait froid / doux / humide|loc.|it is cold / mild / humid|天气冷/温和/潮湿|il fait 是固定结构|Il fait moins quinze ce matin.
QUOTIDIEN|天气|l'avertissement météorologique|n.m.|weather warning|天气预警|加拿大广播固定用语|Un avertissement de tempête est en vigueur.
QUOTIDIEN|休闲|faire du bénévolat / du sport / de la randonnée|v.|to volunteer / do sport / go hiking|做志愿/运动/徒步|faire de + 活动 结构|Je fais de la randonnée les fins de semaine.
QUOTIDIEN|休闲|le centre communautaire|n.m.|community centre|社区中心|加拿大社区生活核心|Le centre communautaire propose des cours de français.
QUOTIDIEN|休闲|l'inscription à une activité|n.f.|activity registration|活动报名|EO2 场景|L'inscription se fait en ligne avant le 30 août.
VERBES|动介搭配|s'occuper de|v.|to take care of / to handle|负责/照料|介词 de，高频|Je m'occupe de la réservation.
VERBES|动介搭配|se rendre compte de / que|v.|to realise|意识到|反身动词，高分|Je me suis rendu compte que j'avais oublié.
VERBES|动介搭配|réussir à + 原形|v.|to manage to|成功做到|介词 à|J'ai réussi à obtenir un rendez-vous.
VERBES|动介搭配|arriver à + 原形|v.|to manage to|做得到|口语版 réussir à|Je n'arrive pas à comprendre cette règle.
VERBES|动介搭配|décider de + 原形|v.|to decide to|决定|介词 de|Nous avons décidé de déménager.
VERBES|动介搭配|essayer de + 原形|v.|to try to|尝试|介词 de|J'ai essayé de vous joindre hier.
VERBES|动介搭配|commencer à / finir de|v.|to start / to finish|开始/结束|介词不同，易错|J'ai commencé à apprendre le français en 2024.
VERBES|动介搭配|penser à / penser de|v.|to think about / to think of|想到/认为|à 是想起，de 是评价，考点|Que pensez-vous de cette idée ?
VERBES|动介搭配|manquer de / manquer à|v.|to lack / to be missed by|缺乏/被想念|两种用法差别大|La ville manque de logements abordables.
VERBES|动介搭配|s'attendre à|v.|to expect|预期|介词 à|Je ne m'attendais pas à une telle réponse.
VERBES|动介搭配|s'habituer à|v.|to get used to|习惯于|新移民话题高频|Je me suis habitué au climat canadien.
VERBES|动介搭配|se plaindre de|v.|to complain about|抱怨|投诉场景|Les voisins se plaignent du bruit.
VERBES|动介搭配|profiter de|v.|to take advantage of / to enjoy|利用/享受|正面含义|Profitez de l'offre avant la fin du mois.
VERBES|动介搭配|participer à|v.|to take part in|参加|介词 à|J'ai participé à un atelier d'emploi.
VERBES|动介搭配|convenir à / convenir de|v.|to suit / to agree on|适合/商定|双用法|Cette date me convient parfaitement.
PIEGES|假朋友|assister à|v.|to attend (NOT to assist)|出席（不是协助）|中英法三方易错，assist 是 aider|J'assiste au cours, je n'aide pas le professeur.
PIEGES|假朋友|passer un examen|v.|to sit an exam (NOT to pass)|参加考试（不是通过）|通过是 réussir un examen|J'ai passé le TCF en mars et je l'ai réussi.
PIEGES|语法陷阱|les / des 在形容词前|det.|de before adjective+noun|形容词前 des 变 de|de nombreux, de bonnes — 高分细节|Il y a de nombreux avantages.
PIEGES|语法陷阱|虚拟式触发词|gram.|subjunctive triggers|虚拟式触发|il faut que, bien que, pour que, avant que, vouloir que|Il faut que je parte maintenant.
PIEGES|语法陷阱|直陈式触发词|gram.|indicative triggers|直陈式触发|parce que, puisque, après que, espérer que|J'espère que vous allez bien.
PIEGES|语法陷阱|复合过去时助动词|gram.|avoir vs être|助动词选择|DR MRS VANDERTRAMP 动词和所有反身动词用 être|Je me suis inscrit hier.
PIEGES|语法陷阱|未完成过去时 vs 复合过去时|gram.|imparfait vs passé composé|背景描写 vs 具体动作|Tâche 2 叙事的核心语法得分点|Il pleuvait quand je suis sorti.
PIEGES|语法陷阱|条件式表礼貌|gram.|conditional for politeness|条件式表礼貌|je voudrais / pourriez-vous / j'aimerais — EO2 必用|Je voudrais réserver une place.
PIEGES|语法陷阱|性数一致|gram.|gender and number agreement|性数配合|形容词与过去分词的配合是 EE 高频扣分点|Les décisions ont été prises hier.
COCE|公告用语|veuillez + 原形|expr.|please (formal imperative)|请……|公告与通知的固定开头，CO 高频|Veuillez patienter quelques instants.
COCE|公告用语|nous vous informons que|expr.|we inform you that|兹通知|正式通知开场|Nous vous informons que le service sera interrompu.
COCE|公告用语|en raison de|loc.|due to|由于|公告说明原因的标准用语|En raison de travaux, l'accès est fermé.
COCE|公告用语|à compter du / à partir du|loc.|as of / starting from|自……起|生效日期表达|À compter du 1er juin, les tarifs changent.
COCE|公告用语|jusqu'à nouvel ordre|loc.|until further notice|另行通知前|公告固定语|Le stationnement est interdit jusqu'à nouvel ordre.
COCE|公告用语|est susceptible de|expr.|is likely to / may|可能会|正式预警表达|Le service est susceptible d'être retardé.
COCE|公告用语|il est interdit de / défense de|expr.|it is forbidden to|禁止|标识与规章|Il est interdit de fumer dans l'immeuble.
COCE|公告用语|il est obligatoire de|expr.|it is compulsory to|必须|规章用语|Il est obligatoire de présenter une pièce d'identité.
COCE|公告用语|sous réserve de|loc.|subject to|以……为条件|正式文件高频|Offre valable sous réserve de disponibilité.
COCE|公告用语|dans les plus brefs délais|loc.|as soon as possible|尽快|正式催办|Veuillez répondre dans les plus brefs délais.
COCE|公告用语|prière de|expr.|kindly|敬请|标识用语|Prière de ne pas déranger.
COCE|公告用语|entrer en vigueur|expr.|to come into effect|生效|政策公告|La nouvelle règle entre en vigueur lundi.
COCE|公告用语|être en vigueur|expr.|to be in force|现行有效|加拿大公告高频|Un avertissement de chaleur est en vigueur.
COCE|小广告|à louer / à vendre|loc.|for rent / for sale|出租/出售|petite annonce 标题词|Quatre et demi à louer, libre immédiatement.
COCE|小广告|libre immédiatement|loc.|available immediately|即刻可入住|租房广告|Logement libre immédiatement, non meublé.
COCE|小广告|tout inclus / tout compris|loc.|all inclusive|全包|租房与旅游广告|Loyer de 1 200 dollars, tout inclus.
COCE|小广告|proche de / à deux pas de|loc.|close to / a stone's throw from|靠近|广告卖点表达|À deux pas du métro et des commerces.
COCE|小广告|s'adresser à / contacter|v.|to contact|请联系|广告结尾|S'adresser au concierge pour visiter.
COCE|小广告|références exigées|loc.|references required|需提供推荐人|租房广告条件|Références exigées, non-fumeur.
COCE|小广告|expérience souhaitée / exigée|loc.|experience preferred / required|经验优先/必备|招聘广告|Expérience exigée : deux ans minimum.
COCE|小广告|faire parvenir votre CV|expr.|to send in your CV|请投递简历|招聘广告结尾|Faire parvenir votre CV avant le 15 mai.
COCE|小广告|poste à combler|n.m.|position to be filled|待招职位|加拿大招聘用语|Poste à combler immédiatement.
COCE|小广告|temps plein / temps partiel|loc.|full-time / part-time|全职/兼职|招聘广告|Poste à temps partiel, soirs et fins de semaine.
COCE|正式文件|remplir / déposer une demande|v.|to fill out / to submit an application|填写/提交申请|流程动词|J'ai déposé ma demande la semaine dernière.
COCE|正式文件|la pièce justificative|n.f.|supporting document|证明文件|官方文件高频|Joignez toutes les pièces justificatives.
COCE|正式文件|la pièce d'identité|n.f.|photo ID|身份证件|办事必备|Présentez une pièce d'identité avec photo.
COCE|正式文件|la preuve de résidence|n.f.|proof of address|居住证明|办事必备|Une preuve de résidence est requise.
COCE|正式文件|le délai de traitement|n.m.|processing time|办理时长|移民与办事高频|Le délai de traitement est de huit semaines.
COCE|正式文件|être admissible à|expr.|to be eligible for|符合……资格|加拿大说 admissible，法国说 éligible|Vous êtes admissible à cette subvention.
COCE|正式文件|échoir / la date d'expiration|v./n.f.|to expire / expiry date|到期|证件管理|Vérifiez la date d'expiration de votre carte.
COCE|正式文件|les frais de dossier|n.m.pl.|application fee|申请费|办事费用|Les frais de dossier sont non remboursables.
COCE|正式文件|le reçu / l'accusé de réception|n.m.|receipt / acknowledgement of receipt|收据/收讫回执|正式流程|Vous recevrez un accusé de réception par courriel.
VERBES|动介搭配|tenir à + 原形|v.|to be keen to / to insist on|坚持要/很想|表达强烈意愿，高分|Je tiens à vous remercier personnellement.
CONJUG|规则变化|-er 动词|gram.|-er verbs|第一组动词|占法语动词 90%：parler → je parle, nous parlons ; PC parlé|Je parle français et anglais.
CONJUG|规则变化|-ir 动词（第二组）|gram.|-ir verbs (finir type)|第二组动词|finir → je finis, nous finissons（加 -iss-）; PC fini|Nous finissons à dix-sept heures.
CONJUG|规则变化|-cer / -ger 动词|gram.|spelling-change verbs|拼写变化动词|commencer → nous commençons ; manger → nous mangeons（保软音）|Nous commençons la réunion à neuf heures.
CONJUG|规则变化|-eler / -eter 动词|gram.|doubling verbs|双写辅音动词|appeler → j'appelle ; acheter → j'achète|Je m'appelle Jian.
CONJUG|规则变化|-yer 动词|gram.|y to i verbs|y 变 i 动词|payer → je paie ; employer → j'emploie ; essayer → j'essaie|J'essaie de répondre rapidement.
CONJUG|时态用法|passé composé|gram.|perfect tense|复合过去时|叙述已完成的具体动作，Tâche 2 主干时态|Hier, j'ai visité trois appartements.
CONJUG|时态用法|PC vs imparfait|gram.|perfect vs imperfect|两者对立|背景用 imparfait，打断背景的动作用 PC|Je dormais quand le téléphone a sonné.
CONJUG|时态用法|être 作助动词|gram.|être as auxiliary|用 être 的复合过去时|所有反身动词 + 来去生死类动词（aller, venir, partir, arriver, rester, naître, mourir…）|Je me suis levé tôt. Elle est arrivée hier.
CONJUG|时态用法|过去分词性数配合|gram.|past participle agreement|过去分词配合|用 être 时与主语配合；用 avoir 时只与前置直接宾语配合|Les documents que j'ai envoyés sont arrivés.
CONJUG|时态用法|futur simple|gram.|simple future|简单将来时|原形 + ai/as/a/ons/ez/ont。书面用，口语可用 futur proche|Je vous enverrai les documents demain.
CONJUG|时态用法|futur proche|gram.|near future|最近将来时|aller + 原形。口语更自然，EO 可多用|Je vais déménager le mois prochain.
CONJUG|时态用法|conditionnel présent|gram.|present conditional|条件式现在时|词干同 futur + imparfait 词尾。表礼貌与假设，EO2 必用|Je voudrais des renseignements. Ce serait possible ?
CONJUG|时态用法|si + imparfait, conditionnel|gram.|if-clause type 2|假设句型二|si 从句绝不用条件式，这是高频错误|Si j'avais plus de temps, je suivrais un cours.
CONJUG|时态用法|si + présent, futur|gram.|if-clause type 1|假设句型一|真实条件|Si vous acceptez, je viendrai demain.
CONJUG|虚拟式|subjonctif présent|gram.|present subjunctive|虚拟式现在时|词干取 ils 形式去 -ent，加 e/es/e/ions/iez/ent|Il faut que je finisse ce rapport.
CONJUG|虚拟式|il faut que|expr.|it is necessary that|必须|最高频虚拟式触发词|Il faut que vous remplissiez ce formulaire.
CONJUG|虚拟式|bien que / quoique|conj.|although|尽管|让步连词，必接虚拟式|Bien que ce soit cher, cela en vaut la peine.
CONJUG|虚拟式|pour que / afin que|conj.|so that|以便|目的连词，必接虚拟式|Je vous écris pour que vous soyez informé.
CONJUG|虚拟式|avant que|conj.|before|在……之前|接虚拟式；但 après que 接直陈式|Avant que vous partiez, signez ici.
CONJUG|虚拟式|情感与意愿动词|gram.|verbs of emotion and will|情感意愿触发虚拟式|vouloir que, souhaiter que, regretter que, avoir peur que|Je souhaite que vous puissiez venir.
CONJUG|虚拟式|不用虚拟式的陷阱|gram.|indicative traps|直陈式陷阱|espérer que, après que, parce que, il est certain que 都接直陈式|J'espère que vous allez bien.
CONJUG|代词|COD / COI 位置|gram.|object pronoun placement|宾语代词位置|动词前：je le vois, je lui parle ; 复合时态放助动词前|Je vous l'enverrai demain.
CONJUG|代词|关系代词 qui / que / dont / où|gram.|relative pronouns|关系代词|qui 主语，que 宾语，dont 代 de，où 地点时间。EE 提升句式复杂度的关键|C'est la personne dont je vous ai parlé.
CONJUG|否定|ne … pas / plus / jamais / rien / personne|gram.|negation forms|否定形式|复合时态：ne + 助动词 + pas + 分词；personne 和 rien 位置特殊|Je n'ai rien reçu. Je n'ai vu personne.
CONJUG|被动与无人称|il y a / il s'agit de|expr.|there is / it is about|有/涉及|无人称结构，书面高频|Il s'agit d'un problème de chauffage.
GENRE|复数陷阱|les transports en commun|n.m.pl.|public transit|公共交通|固定复数|Les transports en commun sont efficaces ici.
GENRE|复数陷阱|-al → -aux|gram.|plural of -al nouns|复数变化|le journal → les journaux ; le travail → les travaux|Les travaux dureront trois mois.
GENRE|复数陷阱|-eau → -eaux|gram.|plural of -eau nouns|复数变化|le bureau → les bureaux ; le niveau → les niveaux|Les bureaux sont fermés le samedi.
ABSTRAIT|评价程度|à peine|loc.|barely|勉强/几乎不|高分副词短语|Il gagne à peine de quoi payer le loyer.
ABSTRAIT|评价程度|de plus en plus / de moins en moins|loc.|more and more / less and less|越来越多/越来越少|趋势描述必备|De plus en plus de familles quittent la ville.
ABSTRAIT|因果条件|l'impact / avoir un impact sur|n.m.|impact|影响|介词用 sur|Cela a un impact direct sur les familles.
ABSTRAIT|因果条件|découler de|v.|to stem from|源于|正式因果动词|Ce problème découle d'un manque de planification.
ABSTRAIT|因果条件|résulter de|v.|to result from|由……造成|正式因果|La hausse résulte de la pénurie de logements.
ABSTRAIT|因果条件|à condition de + 原形|loc.|provided that|条件是|接原形，与 à condition que + 虚拟式 并存|Je viendrai, à condition d'avoir le temps.
ABSTRAIT|因果条件|faute de|prep.|for lack of|由于缺乏|高分表达|Faute de moyens, le projet a été abandonné.
ABSTRAIT|因果条件|au risque de|loc.|at the risk of|冒着……的风险|高分表达|Au risque de me répéter, je rappelle les faits.
ABSTRAIT|变化趋势|sans précédent|loc.|unprecedented|前所未有的|强调罕见|La ville a connu des inondations sans précédent.
ABSTRAIT|变化趋势|à long terme / à court terme|loc.|long-term / short-term|长期/短期|论证时间维度，Tâche 3 必用|À long terme, cette politique sera rentable.
ABSTRAIT|观点态度|l'avis / le point de vue|n.m.|opinion / point of view|意见/观点|Tâche 3 核心词|Les deux points de vue se complètent.
ABSTRAIT|观点态度|soutenir / défendre une idée|v.|to support / defend an idea|支持/捍卫观点|表态动词|Je défends l'idée d'un accès universel.
ABSTRAIT|观点态度|contester / remettre en question|v.|to challenge / to question|质疑|反对表态|Certains contestent ces chiffres.
ABSTRAIT|观点态度|reconnaître que|v.|to acknowledge that|承认|让步高分动词|Il faut reconnaître que les coûts sont élevés.
ABSTRAIT|观点态度|se méfier de|v.|to be wary of|提防|批判态度|Il faut se méfier des chiffres isolés.
ABSTRAIT|问题解决|remédier à|v.|to remedy|补救|正式，介词用 à|Il faut remédier à cette situation rapidement.
ABSTRAIT|问题解决|encourager / inciter à|v.|to encourage / to prompt|鼓励/促使|inciter 介词用 à|Ces primes incitent les gens à rénover.
ABSTRAIT|问题解决|mettre en œuvre|expr.|to implement|实施|比 appliquer 高级|Le plan sera mis en œuvre dès janvier.
ABSTRAIT|问题解决|adopter une mesure|expr.|to adopt a measure|采取措施|政策论述固定搭配|Le gouvernement a adopté plusieurs mesures.
ABSTRAIT|问题解决|à titre d'exemple|loc.|by way of example|举例来说|举例高分表达|À titre d'exemple, citons le cas de Montréal.
ABSTRAIT|社会制度|les pouvoirs publics|n.m.pl.|public authorities|公共部门|正式指代政府，高分|Les pouvoirs publics doivent intervenir.
ABSTRAIT|社会制度|le service public|n.m.|public service|公共服务|加拿大议题核心|Les services publics sont sous pression.
ABSTRAIT|社会制度|la responsabilité collective|n.f.|collective responsibility|集体责任|议论结尾高分|La transition écologique est une responsabilité collective.
ABSTRAIT|数据论证|selon une étude|loc.|according to a study|根据一项研究|引用高分表达|Selon une étude récente, le télétravail réduit le stress.
ABSTRAIT|数据论证|la moyenne / en moyenne|n.f./loc.|average / on average|平均|数据描述|En moyenne, les loyers ont augmenté de dix pour cent.
ABSTRAIT|数据论证|s'élever à|v.|to amount to|达到（金额）|数字表达高分|Le coût total s'élève à deux millions.
ABSTRAIT|数据论证|en particulier / surtout|loc./adv.|particularly / especially|特别是|强调|Les jeunes sont surtout concernés.
ABSTRAIT|数据论证|dans une certaine mesure|loc.|to a certain extent|在一定程度上|让步高分表达|C'est vrai dans une certaine mesure.
ABSTRAIT|数据论证|globalement / dans l'ensemble|adv./loc.|overall / on the whole|总体上|结论过渡|Dans l'ensemble, les résultats sont positifs.
ABSTRAIT|人与行为|s'adapter à / l'adaptation|v./n.f.|to adapt to / adaptation|适应|移民议题核心|Je me suis adapté assez vite au climat.
ABSTRAIT|人与行为|s'impliquer dans|v.|to get involved in|投入参与|社区参与|Elle s'implique beaucoup dans son quartier.
ABSTRAIT|人与行为|faire preuve de|expr.|to show / to demonstrate|表现出|faire preuve de patience，高分搭配|Il faut faire preuve de patience.
ABSTRAIT|人与行为|être conscient de|expr.|to be aware of|意识到|论证表态|Je suis conscient des difficultés.
ABSTRAIT|人与行为|se sentir + adj.|v.|to feel|感到|se sentir isolé / à l'aise|Je me sens maintenant à l'aise en français.
ABSTRAIT|人与行为|le sentiment d'appartenance|n.m.|sense of belonging|归属感|融入议题高分表达|Le bénévolat crée un sentiment d'appartenance.
ABSTRAIT|人与行为|prendre l'initiative|expr.|to take the initiative|采取主动|职场正面评价|Elle a pris l'initiative d'organiser la réunion.
TRAVAIL|行业岗位|le commerce de détail|n.m.|retail|零售业|常见入门岗位|Le commerce de détail embauche surtout à temps partiel.
TRAVAIL|行业岗位|le métier spécialisé|n.m.|skilled trade|技术工种|加拿大移民重点类别|Les métiers spécialisés manquent de main-d'œuvre.
TRAVAIL|行业岗位|l'adjoint administratif|n.m.|administrative assistant|行政助理|常见岗位名|Le poste d'adjoint administratif est à combler.
TRAVAIL|行业岗位|le préposé aux bénéficiaires|n.m.|personal support worker|护理助理|魁北克特有岗位名，招聘广告高频|Les préposés aux bénéficiaires sont très demandés.
